Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms
PGY	"[""PGY""]"	nBw3wJxZla	2026-05-06 08:30:00	Pagaya to Participate in Upcoming Investor Conferences and Events	Business Wire	62.42	0.1173	0.0125	0.8703	0.1048	positive	0.04962779156327544	YES	NASDAQ	14.99	3.38				
UPXI	"[""UPXI""]"	nGNX1YGYfb	2026-05-06 08:30:00	Upexi Provides Periodic Update to its Share Repurchase Program	Globe Newswire	57.36	0.055	0.0211	0.9239	0.0339	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.54	10.0				
ALLO	"[""ALLO""]"	nGNX1WNqHv	2026-05-06 08:30:00	Allogene Therapeutics to Report First Quarter Financial Results and Provide Business Update	Globe Newswire	229.14	0.0876	0.0183	0.8941	0.0693	positive		NO:Trades/sec	NASDAQ	2.36	7.27				
DUO	"[""DUO""]"	nGNX7Wkch4	2026-05-06 08:30:00	FangDD Files 2025 Annual Report on Form 20-F	Globe Newswire	38.53	0.05	0.0422	0.9078	0.0078	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.64	7.19				
UWMC	"[""UWMC""]"	nBw7HCwTwa	2026-05-06 08:30:00	UWM Holdings Corporation Announces First Quarter 2026 Results	Business Wire	242.8	0.0624	0.0925	0.8451	-0.0301	neutral		NO:sentiment_score,Trades/sec	NYSE	4.0	15.61				
AGH	"[""AGH""]"	nGNX8wnCCN	2026-05-06 08:30:00	Powerus Names Rear Admiral Milton (Jamie) Sands III to Advisory Board	Globe Newswire	9.51	0.0635	0.0367	0.8998	0.0269	neutral		NO:sentiment_score,Trades/sec	NASDAQ						
CDT	"[""CDT""]"	nGNXybZ4J	2026-05-06 08:30:00	CDT Advances AZD5904 into Global Patent Phase and Initiates Partnering Discussions	Globe Newswire	2.67	0.7156	0.0094	0.275	0.7061	positive		NO:Trades/sec	NASDAQ	2.27	9.13				
KLAR	"[""KLAR""]"	nBw5k5mc2a	2026-05-06 08:30:01	Klarna to Present at Upcoming Investor Conferences	Business Wire	143.94	0.1666	0.0362	0.7972	0.1304	positive		NO:Trades/sec	NYSE	14.65	2.73				
IF0G	"[""IFRX"", ""IF0G""]"	nGNXbKL30H	2026-05-06 08:30:01	InflaRx Announces Pricing of $150 Million Underwritten Offering of Ordinary Shares	Globe Newswire		0.1515	0.0302	0.8183	0.1213	positive		NO:Float,Trades/sec	NASDAQ						
VERU	"[""VERU""]"	nGNX5W8VJd	2026-05-06 08:30:01	Veru to Report Fiscal 2026 Second Quarter Financial Results on May 13th	Globe Newswire	13.99	0.1223	0.1887	0.689	-0.0665	negative		NO:sentiment_score,Trades/sec	NASDAQ	2.28	2.7				
NMAX	"[""NMAX""]"	nACSq7wZQa	2026-05-06 08:30:01	Newsmax Surpasses 25 Million Social Media Followers	ACCESSWIRE	65.81	0.5576	0.0238	0.4186	0.5338	positive		NO:Trades/sec	NYSE	6.44	5.23				
IFRX	"[""IFRX"", ""IF0G""]"	nGNXbKL30H	2026-05-06 08:30:01	InflaRx Announces Pricing of $150 Million Underwritten Offering of Ordinary Shares	Globe Newswire	67.95	0.1515	0.0302	0.8183	0.1213	positive		NO:Trades/sec	NASDAQ	2.86	46.67				
INV	"[""INV""]"	nGNX58BRPg	2026-05-06 08:30:01	Innventure Receives Letter of Support from Ascent Capital Partners	Globe Newswire	49.3	0.6811	0.0136	0.3053	0.6675	positive		NO:Trades/sec	NASDAQ	7.45	20.36				
CLIR	"[""CLIR""]"	nACS32jlMa	2026-05-06 08:30:01	ClearSign Technologies Corporation Announces First Quarter 2026 Conference Call	ACCESSWIRE	4.28	0.0585	0.0684	0.8732	-0.0099	neutral		NO:sentiment_score,Trades/sec	NASDAQ	5.01	2.04				
VEEE	"[""VEEE""]"	nACSzZhcza	2026-05-06 08:30:01	Twin Vee PowerCats Announces Repeat Order of Custom 400 GFX2 from Exuma Water Sports	ACCESSWIRE	14.82	0.2334	0.029	0.7376	0.2044	positive		NO:Trades/sec	NASDAQ	7.08	13.28				
50S	"[""SPCB"", ""50S""]"	nPn1cHZsya	2026-05-06 08:30:05	SuperCom to Report First Quarter 2026 Financial Results on May 14, 2026	PR Newswire		0.074	0.0544	0.8716	0.0196	neutral		NO:sentiment_score,Float,Trades/sec	NASDAQ						
CLBT	"[""CLBT""]"	nPresh1sva	2026-05-06 08:30:03	Cellebrite Government Cloud Achieves FedRAMP High Authorization	PR Newswire	123.25	0.8335	0.0198	0.1468	0.8137	positive		NO:Trades/sec	NASDAQ	14.0	3.7				
SPCB	"[""SPCB"", ""50S""]"	nPn1cHZsya	2026-05-06 08:30:05	SuperCom to Report First Quarter 2026 Financial Results on May 14, 2026	PR Newswire	3.79	0.074	0.0544	0.8716	0.0196	neutral		NO:sentiment_score,Trades/sec	NASDAQ	11.25	13.87				
ICCM	"[""ICCM""]"	nPn9bVZ39a	2026-05-06 08:30:04	IceCure Medical to Report First Quarter 2026 Financial and Operating Results on May 12, 2026	PR Newswire	30.81	0.1443	0.0813	0.7744	0.0631	positive		NO:Trades/sec	NASDAQ	0.28	0.0				
ATOS	"[""ATOS""]"	nPnc5QKkra	2026-05-06 08:30:07	Atossa Therapeutics Announces Publication of KARISMA Endoxifen Trial Demonstrating Significant Reduction in Mammographic Breast Density in Healthy Premenopausal Women	PR Newswire	8.52	0.5659	0.3154	0.1187	0.2505	positive		NO:Trades/sec	NASDAQ	5.89	5.56				
KBSX	"[""KBSX""]"	nNFCbB3GSP	2026-05-06 08:30:30	FST Corp. Reports 36 Percent Revenue Increase, $1.9 Million Net Income in Q1 2026	Newsfile Corp	23.98	0.9268	0.0193	0.0539	0.9075	positive		NO:Trades/sec	NASDAQ	1.3	5.69				
HODL	"[""STKE"", ""HODL""]"	nNFC27fKLb	2026-05-06 08:30:37	SOL Strategies April 2026 Monthly Business Update	Newsfile Corp		0.0599	0.0681	0.872	-0.0081	neutral		NO:sentiment_score,Float,Trades/sec	NASDAQ	23.41	2.41				
STKE	"[""STKE"", ""HODL""]"	nNFC27fKLb	2026-05-06 08:30:37	SOL Strategies April 2026 Monthly Business Update	Newsfile Corp	19.5	0.0599	0.0681	0.872	-0.0081	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.79	8.48				
AIB	"[""AIB""]"	nGNX4vkz5Y	2026-05-06 08:31:00	BlockchAIn to Present at the 16th Annual LD Micro Invitational Conference on Tuesday, May 19, 2026	Globe Newswire	11.29	0.0691	0.0167	0.9142	0.0525	positive	0.008837825894829872	YES	NYSE American	1.15	0.0				
GWH	"[""GWH""]"	nBwbkZkQGa	2026-05-06 08:31:00	ESS Highlights Third-Party Utility Validating Iron Flow Battery Technology	Business Wire	21.0	0.2966	0.0086	0.6948	0.2881	positive	0.007107320540156361	YES	NYSE	1.25	8.7				
LASE	"[""LASE""]"	nACSg6bkka	2026-05-06 08:31:00	Laser Photonics and Fonon Technologies Advance Breakthrough Counter-Drone Laser Defense System to Prototyping Phase	ACCESSWIRE	19.83	0.323	0.0096	0.6674	0.3134	positive	0.011152416356877323	YES	NASDAQ	0.78	11.43				
ERNA	"[""ERNA""]"	nGNX2jNQJl	2026-05-06 08:33:00	Ernexa Therapeutics Unveils Breakthrough Preclinical Results: ERNA-101 Achieves 100% Survival and Complete Tumor Elimination in Ovarian Cancer Models	Globe Newswire	19.92	0.8612	0.0137	0.1251	0.8475	positive	0.0025627883136852894	YES	NASDAQ	7.7	92.5				
TK	"[""TK""]"	nGNX7KNRZM	2026-05-06 08:35:00	Brandon Macdonald to Present at the Precious Metals & Critical Minerals Virtual Investor Conference May 7th	Globe Newswire	54.23	0.0822	0.0352	0.8826	0.047	neutral	0.0014318442153493699	NO:sentiment_score							
ATCX	"[""ATCX""]"	nGNX3YKQHn	2026-05-06 08:35:00	Atlas Critical Minerals Corporation to Present at the Precious Metals & Critical Minerals Virtual Investor Conference May 7th	Globe Newswire	2.37	0.0959	0.035	0.8691	0.0609	positive	0.0003474031613687685	YES	NASDAQ	5.74	3.42				
DUOT	"[""DUOT""]"	nGNXt86wV	2026-05-06 08:35:00	Duos Edge AI to Host Corpus Christi Edge Data Center Open House	Globe Newswire	26.04	0.3284	0.038	0.6336	0.2904	positive		NO:Trades/sec	NASDAQ	9.29	3.8				
CETY	"[""CETY""]"	nGNX5RTbqy	2026-05-06 08:45:00	Vermont Renewable Gas Reaches Agreement with State Environmental Regulators, Advancing Lyndon Renewable Energy Project	Globe Newswire	8.04	0.8062	0.0143	0.1795	0.792	positive	0.0007613247049866769	YES	NASDAQ	0.99	20.73				
ACTU	"[""ACTU""]"	nGNX1kvlm6	2026-05-06 08:45:00	Actuate Therapeutics Announces Key Appointment of Industry Veteran to Board of Directors	Globe Newswire	10.07	0.229	0.0468	0.7242	0.1822	positive	0.0005081946385465633	YES	NASDAQ	3.19	3.91				
SES	"[""SES""]"	nNFC451CZ2	2026-05-06 08:51:16	CLASS ACTION NOTICE: Berger Montague Advises SES AI Corporation (SES) Investors to Inquire About a Securities Fraud Class Action	Newsfile Corp	236.25	0.122	0.0707	0.8073	0.0513	positive	0.041666666666666664	YES	NYSE	0.99	1.02				
GEMI	"[""GEMI""]"	nNFC543VHZ	2026-05-06 08:52:15	GEMI DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds Gemini Space Station (GEMI) Investors of Securities Class Action Deadline on May 18, 2026	Newsfile Corp	38.2	0.1033	0.081	0.8157	0.0223	neutral	0.015396458814472672	NO:sentiment_score	NASDAQ	5.05	5.21				
TDF	"[""TDF""]"	nBw53mKQ5a	2026-05-06 09:00:00	Templeton Dragon Fund, Inc. Announces Commitment to Share Repurchases in Response to Fund Discount	Business Wire	25.18	0.4636	0.028	0.5085	0.4356	positive		NO:Trades/sec	NYSE	12.18	8.56				
JAGX	"[""JAGX""]"	nACSWM7cja	2026-05-06 09:00:00	Jaguar Health Announces Preliminary Discussion with FDA to Evaluate Breakthrough Therapy Designation for Crofelemer for Treatment of Microvillus Inclusion Disease (MVID)	ACCESSWIRE	9.03	0.6748	0.0183	0.3068	0.6565	positive	0.006613756613756613	YES	NASDAQ	3.48	7.08				
GRML	"[""GRML"", ""LAC""]"	nGNX3Y0Ls4	2026-05-06 09:00:00	Brussels Just Opened Its Critical-Raw-Materials Door to a Greenland Palladium-Gold-Platinum Project — and the Company Behind It Trades on the Nasdaq	Globe Newswire	86.89	0.1895	0.0221	0.7884	0.1675	positive	0.013210039630118891	YES	NASDAQ	0.54	8.0				
LAC	"[""GRML"", ""LAC""]"	nGNX3Y0Ls4	2026-05-06 09:00:00	Brussels Just Opened Its Critical-Raw-Materials Door to a Greenland Palladium-Gold-Platinum Project — and the Company Behind It Trades on the Nasdaq	Globe Newswire	184.49	0.1895	0.0221	0.7884	0.1675	positive	0.08928571428571429	YES	NASDAQ	6.07	9.96				
HSDT	"[""HSDT""]"	nGNX7Jl3TK	2026-05-06 09:00:00	Jito Foundation and Solana Company (NASDAQ: HSDT) Announce Strategic Partnership to Expand Institutional Solana Infrastructure Across Asia-Pacific Region	Globe Newswire	30.18	0.8773	0.0116	0.1111	0.8657	positive	0.0036596523330283625	YES	NASDAQ	2.29	6.02				
VOXR	"[""VOXR""]"	nACScNZRva	2026-05-06 09:00:00	Vox Royalty Announces Virtual Investor Day and Q1 2026 Earnings Release Date	ACCESSWIRE	60.26	0.0719	0.0691	0.859	0.0028	neutral	0.0012810248198558848	NO:sentiment_score	NASDAQ	5.83	9.18				
POET	"[""POET""]"	nPn5wNFp8a	2026-05-06 09:00:01	Levi & Korsinsky Reminds POET Technologies Inc. Investors of the Pending Class Action Lawsuit With a Lead Plaintiff Deadline of June 29, 2026 - POET	PR Newswire	90.52	0.141	0.1041	0.7548	0.0369	neutral	1.5555555555555556	NO:sentiment_score	NASDAQ	10.95	15.38				
NUCL	"[""NUCL"", ""CCO""]"	nGNX1YZPTt	2026-05-06 09:00:01	Before a Single Drill Rig Turns at America’s Largest Conventional Uranium Deposit, the Permitting Work Has Already Started — Quietly, Methodically, and With Real Money Behind It	Globe Newswire	15.74	0.1774	0.0318	0.7908	0.1456	positive	0.020901371652514697	YES	NASDAQ	10.29	-1.06				
DLPN	"[""DLPN""]"	nACS95jLza	2026-05-06 09:00:01	Dolphin Subsidiary Clients Shape the Summer 2026 Season With Culture-Defining Festivals and Events	ACCESSWIRE	9.53	0.1238	0.0368	0.8394	0.087	positive	0.0012048192771084338	YES	NASDAQ	1.48	0.68				
CCO	"[""NUCL"", ""CCO""]"	nGNX1YZPTt	2026-05-06 09:00:01	Before a Single Drill Rig Turns at America’s Largest Conventional Uranium Deposit, the Permitting Work Has Already Started — Quietly, Methodically, and With Real Money Behind It	Globe Newswire	375.14	0.1774	0.0318	0.7908	0.1456	positive	0.0008941877794336811	NO:Float	NASDAQ	2.39	0.42				
GDC	"[""GDC""]"	nGNXbH88Q4	2026-05-06 09:00:01	GD Culture Group Limited Announces Formation of Special Committee to Evaluate Preliminary Non-Binding Going-Private Proposal	Globe Newswire	54.48	0.1103	0.0225	0.8672	0.0879	positive		NO:Trades/sec	NASDAQ	8.18	50.09				
SLE	"[""SLE""]"	nGNXbWvLQH	2026-05-06 09:00:01	Super League Completes Acquisition of Misfits Ads Division, Strengthening Revenue Foundation and Advancing Path to Profitability	Globe Newswire	1.13	0.8848	0.0151	0.1001	0.8697	positive		NO:Trades/sec	NASDAQ	4.52	11.88				
RSI	"[""RSI""]"	nGNXb0nXTw	2026-05-06 09:00:01	REMINDER - Rogers Sugar Inc.: Conference Call – 2nd Quarter 2026 Results	Globe Newswire	99.9	0.0728	0.0458	0.8813	0.027	neutral		NO:sentiment_score,Trades/sec	TSX						
EXFY	"[""EXFY""]"	nBw4TCS3xa	2026-05-06 09:00:01	Expensify Named Expense Management Platform of the Year	Business Wire	62.4	0.3307	0.0772	0.5922	0.2535	positive	0.0023166917641607786	YES	NASDAQ	1.23	8.85				
OLOX	"[""OLOX""]"	nACSmMVgwa	2026-05-06 09:00:01	Olenox Industries Announces Stockholders' Approval of 1-for-10 Reverse Stock Split	ACCESSWIRE	7.44	0.1767	0.0176	0.8056	0.1591	positive		NO:Trades/sec	NASDAQ	6.27	7.18				
RBNE	"[""RBNE""]"	nGNXbXf0fj	2026-05-06 09:00:01	Robin Energy Announces the Date of its 2026 Annual General Meeting of Shareholders	Globe Newswire	6.94	0.0633	0.0671	0.8696	-0.0038	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.5	-0.66				
MH	"[""MH""]"	nBw1cDf01a	2026-05-06 09:00:01	McGraw Hill Announces Participation in Upcoming Investor Conferences	Business Wire	24.93	0.1334	0.0361	0.8305	0.0973	positive		NO:Trades/sec	NYSE	12.11	3.68				
LZMH	"[""LZMH""]"	nGNXbh4Sgf	2026-05-06 09:00:02	LZ Technology Holdings Limited Announces Filing of 2025 Annual Report on Form 20-F and Highlights Selected Business Developments: Revenue Increased by 37.2% Year-over-Year, Reflecting Continued Business Scale Expansion, Broader Customer Coverage and Growth in Lifestyle Services Retail Business	Globe Newswire	4.93	0.9334	0.0167	0.0499	0.9167	positive		NO:Trades/sec	NASDAQ	2.2	5.77				
9TN	"[""RSKD"", ""9TN""]"	nBwc5Fy75a	2026-05-06 09:00:02	Riskified Unveils Next-Generation AI Suite at Ascend 2026, Empowering Merchants with Unprecedented Visibility and Control Over Ecommerce Risk	Business Wire		0.4281	0.0117	0.5602	0.4163	positive		NO:Float,Trades/sec	NYSE						
SG	"[""SG""]"	nBw9FP8jla	2026-05-06 09:00:02	Sweetgreen Brings Wraps Nationwide in Its Biggest Launch Yet	Business Wire	99.19	0.3338	0.0191	0.6471	0.3147	positive		NO:Trades/sec	NYSE	7.04	3.23				
MAT	"[""MAT""]"	nBw4sDD8ba	2026-05-06 09:00:02	UNO™ and Vrbo Are Dealing Travelers an Unforgettable Game Night Getaway	Business Wire	299.28	0.2358	0.0624	0.7018	0.1735	positive		NO:Trades/sec	NASDAQ	15.4	4.62				
UHG	"[""UHG"", ""6PO""]"	nPn4Cl06Pa	2026-05-06 09:00:04	UHG Investor Alert: United Homes Group Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Nieri Allegedly Forced a Sale of the Company: Levi & Korsinsky	PR Newswire	11.21	0.111	0.3581	0.5309	-0.247	negative		NO:sentiment_score,Trades/sec	NASDAQ						
6PO	"[""UHG"", ""6PO""]"	nPn4Cl06Pa	2026-05-06 09:00:04	UHG Investor Alert: United Homes Group Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Nieri Allegedly Forced a Sale of the Company: Levi & Korsinsky	PR Newswire		0.111	0.3581	0.5309	-0.247	negative		NO:sentiment_score,Float,Trades/sec	NASDAQ						
RSKD	"[""RSKD"", ""9TN""]"	nBwc5Fy75a	2026-05-06 09:00:02	Riskified Unveils Next-Generation AI Suite at Ascend 2026, Empowering Merchants with Unprecedented Visibility and Control Over Ecommerce Risk	Business Wire	76.67	0.4281	0.0117	0.5602	0.4163	positive		NO:Trades/sec	NYSE	4.83	0.42				
FLO	"[""FLO""]"	nPn8l0g3Xa	2026-05-06 09:00:03	Flowers Foods to Report First Quarter 2026 Results	PR Newswire	195.97	0.0796	0.0437	0.8767	0.0359	neutral		NO:sentiment_score,Trades/sec	NYSE	8.84	2.55				
ALDX	"[""ALDX""]"	nPnbSfshsa	2026-05-06 09:00:03	ALDX Investor Alert: Aldeyra Therapeutics Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Company Allegedly Failed To Disclose Inconsistent Trial Data: Levi & Korsinsky	PR Newswire	55.6	0.0795	0.4038	0.5167	-0.3243	negative		NO:sentiment_score,Trades/sec	NASDAQ	1.86	8.14				
NUAI	"[""NUAI""]"	nPn7xlbxGa	2026-05-06 09:00:05	NUAI Investor Alert: New Era Energy & Digital Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Company Allegedly Fabricated Regulatory Progress: Levi & Korsinsky	PR Newswire	73.85	0.0799	0.286	0.634	-0.2061	negative		NO:sentiment_score,Trades/sec	NASDAQ	5.08	23.6				
VITL	"[""VITL""]"	nPn1g3wMsa	2026-05-06 09:00:05	VITL Investor Alert: Vital Farms, Inc. Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Company Allegedly Concealed ERP Disruptions: Levi & Korsinsky	PR Newswire	36.68	0.0912	0.2554	0.6535	-0.1642	negative		NO:sentiment_score,Trades/sec	NASDAQ	13.43	4.92				
BW	"[""BW""]"	nPn4xv7yYa	2026-05-06 09:00:06	BW Investor Alert: Babcock & Wilcox Enterprises Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Wolfpack Allegedly Exposed Contract Fraud: Levi & Korsinsky	PR Newswire	130.21	0.0925	0.1721	0.7354	-0.0797	negative		NO:sentiment_score,Trades/sec	NYSE	16.08	3.74				
CHOW	"[""CHOW""]"	nPnPVkDLa	2026-05-06 09:00:08	CHOW Investor Alert: ChowChow Cloud International Holdings Limited Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Underwriter Allegedly Ignored Manipulation Warnings: Levi & Korsinsky	PR Newswire	10.64	0.0997	0.3929	0.5074	-0.2932	negative		NO:sentiment_score,Trades/sec	NYSE American	0.43	0.0				
CLSK	"[""CLSK""]"	nPn1BKZNqa	2026-05-06 09:00:10	CleanSpark Releases April 2026 Operational Update	PR Newswire	246.27	0.0528	0.0534	0.8938	-0.0006	neutral		NO:sentiment_score,Trades/sec	NASDAQ	14.63	10.08				
1M4	"[""SRAD"", ""1M4""]"	nPn9wrr00a	2026-05-06 09:00:18	SRAD Investor Alert: Sportradar Group AG Securities Fraud Investigation - Investors With Losses May Seek to Lead the Potential Class Action After Company Allegedly Omitted Material Risks: Levi & Korsinsky	PR Newswire		0.0985	0.2557	0.6457	-0.1572	negative		NO:sentiment_score,Float,Trades/sec	NASDAQ						
RLGT	"[""RLGT""]"	nPn61BrCWa	2026-05-06 09:00:15	RADIANT LOGISTICS EXPANDS HONG KONG OPERATIONS AND ESTABLISHES NEW PRESENCE IN SHENZHEN	PR Newswire	35.56	0.7369	0.0112	0.2519	0.7257	positive		NO:Trades/sec	NYSE American	8.33	4.91				
WIMI	"[""WIMI""]"	nPn6tHbwKa	2026-05-06 09:00:17	WiMi Studies Multi-Scale Feature Fusion Quantum Deep Convolutional Neural Network for Text Classification	PR Newswire	9.77	0.1203	0.017	0.8627	0.1032	positive		NO:Trades/sec	NASDAQ	2.11	33.54				
SRAD	"[""SRAD"", ""1M4""]"	nPn9wrr00a	2026-05-06 09:00:18	SRAD Investor Alert: Sportradar Group AG Securities Fraud Investigation - Investors With Losses May Seek to Lead the Potential Class Action After Company Allegedly Omitted Material Risks: Levi & Korsinsky	PR Newswire	185.52	0.0985	0.2557	0.6457	-0.1572	negative		NO:sentiment_score,Trades/sec	NASDAQ	14.1	4.83				
GO	"[""GO""]"	nPnDV9QPa	2026-05-06 09:00:24	GO Investor Alert: Grocery Outlet Holding Corp. Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After CEO Allegedly Certified Misleading Statements: Levi & Korsinsky	PR Newswire	90.72	0.089	0.3259	0.5851	-0.2369	negative		NO:sentiment_score,Trades/sec	NASDAQ	8.09	2.66				
AEE	"[""AEE""]"	nPn8vnglNa	2026-05-06 09:00:31	Aura Names Chief Product and AI Officers to Scale Agentic AI and Reinvent Proactive Online Protection	PR Newswire	275.7	0.1677	0.0106	0.8216	0.1571	positive		NO:Trades/sec	ASX						
CWH	"[""CWH""]"	nPnbncTCVa	2026-05-06 09:00:32	CWH Investor Alert: Camping World Holdings, Inc. Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Company Allegedly Inflated Inventory Valuations: Levi & Korsinsky	PR Newswire	58.96	0.1003	0.3817	0.518	-0.2815	negative		NO:sentiment_score,Trades/sec	NYSE	8.11	8.71				
GOSS	"[""GOSS""]"	nPn8q7wSKa	2026-05-06 09:00:32	GOSS Investor Alert: Gossamer Bio Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Allegedly Concealing PROSERA Trial Risks: Levi & Korsinsky	PR Newswire	204.1	0.117	0.2312	0.6518	-0.1142	negative		NO:sentiment_score,Trades/sec	NASDAQ	0.36	5.88				
MOON	"[""BMM"", ""MOON""]"	nPn1M3BK8a	2026-05-06 09:00:38	"Blue Moon Metals Announces Closing of C$156 Million ""Bought Deal"" Offerings"	PR Newswire		0.1277	0.0314	0.8409	0.0963	positive		NO:Float,Trades/sec	NASDAQ						
BMM	"[""BMM"", ""MOON""]"	nPn1M3BK8a	2026-05-06 09:00:38	"Blue Moon Metals Announces Closing of C$156 Million ""Bought Deal"" Offerings"	PR Newswire	46.16	0.1277	0.0314	0.8409	0.0963	positive		NO:Trades/sec	NASDAQ	7.26	7.08				
WKHS	"[""WKHS""]"	nGNX2svYcm	2026-05-06 09:05:00	Workhorse Partners with InCharge Energy to Offer Enhanced Customer Support Across North America	Globe Newswire	7.79	0.8508	0.0093	0.14	0.8415	positive	0.0038910505836575876	YES	NASDAQ	4.26	31.48				
NTWK	"[""NTWK""]"	nGNX1K0mXd	2026-05-06 09:05:00	NETSOL Technologies sets fiscal third quarter 2026 conference call for Thursday, May 14 at 9:00 am ET	Globe Newswire	9.96	0.0292	0.0413	0.9295	-0.0121	neutral	0.05084745762711865	NO:sentiment_score	NASDAQ	4.03	15.47				
RDZN	"[""RDZN""]"	nGNXtl60k	2026-05-06 09:06:42	Roadzen’s VehicleCare Partners with Global Auto Parts Network TISAG-TEMOT to Build Integrated Claims-to-Repair Infrastructure in India	Globe Newswire	48.85	0.7532	0.009	0.2378	0.7442	positive	0.08547008547008547	YES	NASDAQ	1.98	8.2				
FSK	"[""FSK""]"	nPn6Cw2Rga	2026-05-06 09:07:00	Berger Montague PC Investigating Claims on Behalf of FS KKR Capital Corp. (NYSE: FSK) Investors After Class Action Filing	PR Newswire	279.32	0.1251	0.2161	0.6589	-0.091	negative	0.0037313432835820895	NO:sentiment_score	NYSE	11.6	0.26				
MTEK	"[""MTEK""]"	nGNE1qhN38	2026-05-06 09:10:00	Maris-Tech Completes Development of Advanced AI-Based Tracking Capability for Jupiter Drone Platforms	Globe Newswire	5.82	0.5025	0.0119	0.4856	0.4906	positive	0.0011836531273361575	YES	NASDAQ	1.31	11.97				
KOPN	"[""FABC"", ""KOPN""]"	nGNX96V3SF	2026-05-06 09:15:00	Fabric.AI (Nasdaq: FABC) and Kopin Corporation (Nasdaq: KOPN) Appoint Bill Maffucci to Lead Development of Neural I/o™ MicroLED Optical Interconnect Chip Program	Globe Newswire	170.2	0.1725	0.0113	0.8162	0.1612	positive	0.04424778761061947	YES	NASDAQ	4.99	3.31				
TDUP	"[""TDUP""]"	nGNXjnR4Q	2026-05-06 09:15:00	ThredUp Doubles Down on Resale-as-a-Service® (RaaS®); Appoints Strategic Advisory Board to Scale Universal Recommerce Layer	Globe Newswire	102.08	0.2194	0.0486	0.7319	0.1708	positive	0.014473684210526316	YES	NASDAQ	5.18	2.57				
