Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)
MGNI	"[""MGNI""]"	nGNX295VlZ	2026-05-06 16:05:04	Magnite Reports First Quarter 2026 Results	Globe Newswire	140.46	2026-05-06 16:05:04	0.0394	0.0436	0.917	-0.0042	neutral	NO:sentiment_score	NASDAQ	13.97	2.12
ALTO	"[""ALTO""]"	nGNX7pvtkQ	2026-05-06 16:05:05	Alto Ingredients, Inc. Reports First Quarter 2026 Results	Globe Newswire	67.41	2026-05-06 16:05:05	0.1486	0.0952	0.7561	0.0534	positive	YES	NASDAQ	6.3	3.45
MFIC	"[""MFIC""]"	nGNX6FCmc5	2026-05-06 16:05:05	MidCap Financial Investment Corporation Reports Financial Results for the Quarter Ended March 31, 2026	Globe Newswire	89.06	2026-05-06 16:05:05	0.0675	0.0963	0.8361	-0.0288	neutral	NO:sentiment_score	NASDAQ	12.26	0.0
HDSN	"[""HDSN""]"	nGNX1VyHLP	2026-05-06 16:05:05	Hudson Technologies Reports First Quarter 2026 Results	Globe Newswire	37.25	2026-05-06 16:05:05	0.0516	0.0442	0.9042	0.0074	neutral	NO:sentiment_score	NASDAQ	6.58	4.61
OSUR	"[""OSUR""]"	nGNX47cnn9	2026-05-06 16:05:07	OraSure Announces First Quarter 2026 Financial Results	Globe Newswire	64.49	2026-05-06 16:05:07	0.0844	0.0914	0.8242	-0.0069	neutral	NO:sentiment_score	NASDAQ	3.12	4.0
MTRX	"[""MTRX""]"	nGNX1mZFtv	2026-05-06 16:05:07	Matrix Service Company Reports Fiscal Year 2026 Third Quarter Results	Globe Newswire	26.29	2026-05-06 16:05:07	0.0846	0.1356	0.7798	-0.051	negative	NO:sentiment_score	NASDAQ	14.2	1.94
TNYA	"[""TNYA""]"	nGNX2kfkY2	2026-05-06 16:05:07	Tenaya Therapeutics Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	161.81	2026-05-06 16:05:07	0.0699	0.0299	0.9002	0.0399	neutral	NO:sentiment_score	NASDAQ	0.82	5.13
LTRX	"[""LTRX""]"	nGNX8yg5wR	2026-05-06 16:05:08	Lantronix Reports Fiscal Third-Quarter 2026 Financial Results	Globe Newswire	34.56	2026-05-06 16:05:08	0.1227	0.1166	0.7607	0.0061	neutral	NO:sentiment_score	NASDAQ	7.4	5.87
ADMA	"[""ADMA""]"	nGNX724Ts7	2026-05-06 16:05:08	ADMA Biologics Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	224.61	2026-05-06 16:05:08	0.0784	0.0302	0.8913	0.0482	neutral	NO:sentiment_score	NASDAQ	10.57	2.32
SGHT	"[""SGHT""]"	nGNX3j7FGq	2026-05-06 16:05:09	Sight Sciences Reports First Quarter 2026 Financial Results and Raises Full Year 2026 Revenue Guidance	Globe Newswire	31.93	2026-05-06 16:05:09	0.3931	0.0194	0.5875	0.3736	positive	YES	NASDAQ	4.37	0.92
ZVRA	"[""ZVRA""]"	nGNX3xysHS	2026-05-06 16:05:09	Zevra Reports First Quarter 2026 Financial Results and Corporate Update	Globe Newswire	58.26	2026-05-06 16:05:09	0.0652	0.0622	0.8726	0.003	neutral	NO:sentiment_score	NASDAQ	11.88	10.0
FLNC	"[""FLNC""]"	nGNX9409d1	2026-05-06 16:05:11	Fluence Energy, Inc. Reports Second Quarter 2026 Results; Reaffirms Fiscal Year 2026 Guidance	Globe Newswire	97.09	2026-05-06 16:05:11	0.4046	0.0652	0.5302	0.3394	positive	YES	NASDAQ	19.4	53.12
STKS	"[""STKS""]"	nBw7Fx6sKa	2026-05-06 16:06:00	The ONE Group Reports First Quarter 2026 Financial Results	Business Wire	22.19	2026-05-06 16:06:00	0.1093	0.0987	0.792	0.0106	neutral	NO:sentiment_score	NASDAQ	2.05	10.81
SOC	"[""SOC""]"	nBw9LmYxTa	2026-05-06 16:06:00	Sable Offshore Corp. Reports First Quarter 2026 Financial Results	Business Wire	125.43	2026-05-06 16:06:00	0.0882	0.085	0.8268	0.0032	neutral	NO:sentiment_score	NYSE	14.46	1.62
REPX	"[""REPX""]"	nPn79dzwKa	2026-05-06 16:06:02	Riley Permian Reports First Quarter 2026 Results	PR Newswire	14.86	2026-05-06 16:06:02	0.0737	0.0613	0.865	0.0123	neutral	NO:sentiment_score	NYSE American	36.92	0.19
AEVA	"[""AEVA""]"	nBwb4Zxz4a	2026-05-06 16:07:00	Aeva Reports First Quarter 2026 Results	Business Wire	40.35	2026-05-06 16:07:00	0.0421	0.0453	0.9126	-0.0032	neutral	NO:sentiment_score	NASDAQ	16.8	9.38
RMAX	"[""RMAX""]"	nACS39HZya	2026-05-06 16:07:00	$RMAX Legal Reminder: Current RE/MAX Holdings Shareholders Are Notified to Act to Protect Your Rights Before Merger Consummation 	ACCESSWIRE	15.32	2026-05-06 16:07:00	0.0919	0.0212	0.8869	0.0707	positive	YES	NYSE	10.86	3.23
FSK	"[""FSK""]"	nACSsGWwFa	2026-05-06 16:07:00	$FSK Court Notice: FS KKR Capital Investors With Losses Are Notified to Act Before Expiration of July 6 Securities Class Action Deadline	ACCESSWIRE	279.32	2026-05-06 16:07:00	0.0909	0.0764	0.8328	0.0145	neutral	NO:sentiment_score	NYSE	11.6	0.26
SII	"[""SII""]"	nGNX4GVW2L	2026-05-06 16:09:17	Sprott Inc. Announces Results of its Annual Meeting of Shareholders	Globe Newswire	21.49	2026-05-06 16:09:17	0.0729	0.064	0.8631	0.009	neutral	NO:sentiment_score	TSX		
RDNW	"[""RDNW""]"	nPnbLTwtBa	2026-05-06 16:10:00	RideNow Group, Inc. to Report First Quarter 2026 Earnings on May 14, 2026	PR Newswire	22.41	2026-05-06 16:10:00	0.0619	0.0478	0.8902	0.0141	neutral	NO:sentiment_score	NASDAQ	7.35	0.82
BSBK	"[""BSBK""]"	nGNX3wNVd4	2026-05-06 16:10:00	Bogota Financial Corp. Reports Results for the Three Months Ended March 31, 2026	Globe Newswire	4.1	2026-05-06 16:10:00	0.0514	0.0619	0.8866	-0.0105	neutral	NO:sentiment_score	NASDAQ	8.55	1.79
BGSF	"[""BGSF""]"	nACSCnWTQa	2026-05-06 16:10:01	BGSF, Inc. Reports First Quarter 2026 Financial Results	ACCESSWIRE	10.39	2026-05-06 16:10:01	0.0856	0.1021	0.8123	-0.0165	neutral	NO:sentiment_score	NYSE	5.57	2.58
RPD	"[""RPD""]"	nACSVKvgPa	2026-05-06 16:10:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Rapid7, Inc. - RPD	ACCESSWIRE	63.86	2026-05-06 16:10:01	0.121	0.1218	0.7572	-0.0007	neutral	NO:sentiment_score	NASDAQ	7.0	7.53
CODI	"[""CODI""]"	nGNX9Wnw2F	2026-05-06 16:10:01	Compass Diversified Reports First Quarter 2026 Financial Results	Globe Newswire	66.65	2026-05-06 16:10:01	0.1109	0.0823	0.8068	0.0285	neutral	NO:sentiment_score	NYSE	12.19	4.82
KW	"[""KW""]"	nBwbCCmBpa	2026-05-06 16:12:00	Kennedy Wilson Announces Dividend of $0.12 Per Common Share for Second Quarter 2026	Business Wire	119.79	2026-05-06 16:12:00	0.068	0.0401	0.8918	0.0279	neutral	NO:sentiment_score	NYSE	10.97	0.37
OR	"[""OR""]"	nGNX8t2hsw	2026-05-06 16:14:38	OR Royalties Reports 56% Year-Over-Year Increase in Cash Flows from Operations in Q1 2026  	Globe Newswire	186.67	2026-05-06 16:14:38	0.9282	0.0226	0.0492	0.9056	positive	YES	TSX		
BKD	"[""BKD""]"	nPn1KxK8Qa	2026-05-06 16:15:00	Brookdale Announces First Quarter 2026 Results	PR Newswire	214.56	2026-05-06 16:15:00	0.102	0.1026	0.7953	-0.0006	neutral	NO:sentiment_score	NYSE	14.5	3.57
GLE	"[""GLE""]"	nGNXQKgwH	2026-05-06 16:15:00	Global Engine Group Holding Limited and Angkasa-X Holdings Corp. Enter Into Memorandum of Understanding to Explore Integration of Satellite Networks, Data Infrastructure, and Blockchain Technology to Support Artificial Intelligence (AI) Applications	Globe Newswire	1.26	2026-05-06 16:15:00	0.8325	0.0129	0.1546	0.8197	positive	YES	NASDAQ	0.64	77.78
PHGE	"[""PHGE""]"	nGNX7jyPlY	2026-05-06 16:15:00	BiomX’s Zorronet Puts Full AI Command-and-Control in the Palm of Your Hand	Globe Newswire	4.5	2026-05-06 16:15:00	0.0591	0.0206	0.9203	0.0385	neutral	NO:sentiment_score	NYSE American	0.89	23.61
ABTC	"[""ABTC""]"	nPnbfcRz7a	2026-05-06 16:15:00	American Bitcoin Reports First Quarter 2026 Results	PR Newswire	190.66	2026-05-06 16:15:00	0.045	0.0378	0.9172	0.0072	neutral	NO:sentiment_score	NASDAQ	1.27	4.96
POCI	"[""POCI""]"	nGNX7hSqjB	2026-05-06 16:15:00	Precision Optics Schedules Third Quarter of Fiscal Year 2026 Conference Call for May 13, 2026	Globe Newswire	7.78	2026-05-06 16:15:00	0.0345	0.0426	0.9229	-0.0081	neutral	NO:sentiment_score	NASDAQ	4.95	7.61
RPID	"[""RPID""]"	nGNX7hTttt	2026-05-06 16:15:00	Rapid Micro Biosystems to Announce First Quarter 2026 Financial Results on May 13, 2026	Globe Newswire	21.59	2026-05-06 16:15:00	0.0987	0.0515	0.8498	0.0473	neutral	NO:sentiment_score	NASDAQ	2.57	5.33
AUID	"[""AUID""]"	nGNE37FjdY	2026-05-06 16:15:00	authID to Report First Quarter 2026 Financial Results on May 14, 2026	Globe Newswire	14.18	2026-05-06 16:15:00	0.067	0.0519	0.8811	0.0151	neutral	NO:sentiment_score	NASDAQ	1.4	12.9
UNIT	"[""UNIT""]"	nGNX5YjX3L	2026-05-06 16:15:00	Uniti Group Inc. to Participate at Upcoming Conferences	Globe Newswire	221.09	2026-05-06 16:15:00	0.1336	0.0172	0.8493	0.1164	positive	YES	NASDAQ	11.66	1.39
LIQT	"[""LIQT""]"	nGNX6vSZZ1	2026-05-06 16:15:00	LiqTech to Discuss First Quarter 2026 Results on Wednesday, May 13, 2026	Globe Newswire	7.18	2026-05-06 16:15:00	0.0757	0.031	0.8933	0.0446	neutral	NO:sentiment_score	NASDAQ	2.5	19.05
KRO	"[""KRO""]"	nGNE4F6mF4	2026-05-06 16:15:01	KRONOS WORLDWIDE, INC. REPORTS FIRST QUARTER 2026 RESULTS	Globe Newswire	21.47	2026-05-06 16:15:01	0.0594	0.0583	0.8823	0.0011	neutral	NO:sentiment_score	NYSE	7.85	0.64
MBLY	"[""MBLY""]"	nBw3ZJG69a	2026-05-06 16:15:01	Mobileye Announces Participation in Upcoming Second Quarter 2026 Investor Conferences	Business Wire	214.73	2026-05-06 16:15:01	0.1467	0.0333	0.82	0.1134	positive	YES	NASDAQ	9.14	3.51
GT	"[""GT""]"	nPn4zrFTba	2026-05-06 16:15:01	Goodyear Announces First Quarter 2026 Results	PR Newswire	274.82	2026-05-06 16:15:01	0.0628	0.0664	0.8708	-0.0036	neutral	NO:sentiment_score	NASDAQ	7.48	5.06
STRRP	"[""STRR"", ""STRRP""]"	nGNX5vlVxq	2026-05-06 16:15:01	Star Equity Holdings to Release First Quarter 2026 Financial Results on May 11	Globe Newswire	2.2173	2026-05-06 16:15:01	0.0777	0.057	0.8653	0.0208	neutral	NO:sentiment_score	NASDAQ	10.2	0.99
STRR	"[""STRR"", ""STRRP""]"	nGNX5vlVxq	2026-05-06 16:15:01	Star Equity Holdings to Release First Quarter 2026 Financial Results on May 11	Globe Newswire	2.29	2026-05-06 16:15:01	0.0777	0.057	0.8653	0.0208	neutral	NO:sentiment_score	NASDAQ	10.0	6.95
KLXE	"[""KLXE""]"	nPn68GDGJa	2026-05-06 16:15:01	KLX Energy Services Announces 2026 First Quarter Earnings Release and Conference Call Schedule	PR Newswire	16.34	2026-05-06 16:15:01	0.0646	0.0533	0.8821	0.0113	neutral	NO:sentiment_score	NASDAQ	3.75	5.34
EHTH	"[""EHTH""]"	nPn37fHHba	2026-05-06 16:15:01	eHealth, Inc. Announces First Quarter 2026 Results	PR Newswire	27.78	2026-05-06 16:15:01	0.0776	0.1	0.8223	-0.0224	neutral	NO:sentiment_score	NASDAQ	2.09	6.63
FFAI	"[""FFAI""]"	nBwbNzYjVa	2026-05-06 16:15:02	Faraday Future Announces Plans to Upgrade FX Super One MPV to More Competitive 800V EV or Accelerate AIHER Hybrid Project with Bridge Strategy Partner as the Company Continues Strong Push in Parallel with Its EAI Robotics Business	Business Wire	230.83	2026-05-06 16:15:02	0.7995	0.0092	0.1914	0.7903	positive	YES	NASDAQ	0.4	14.29
TPVG	"[""TPVG""]"	nBw3ngSv1a	2026-05-06 16:15:02	TriplePoint Venture Growth BDC Corp. Announces First Quarter 2026 Financial Results	Business Wire	37.86	2026-05-06 16:15:02	0.0827	0.0998	0.8175	-0.0171	neutral	NO:sentiment_score	NYSE	5.7	4.01
CMTG	"[""CMTG""]"	nBw4PT1TQa	2026-05-06 16:15:02	Claros Mortgage Trust, Inc. Reports First Quarter 2026 Results	Business Wire	112.63	2026-05-06 16:15:02	0.0475	0.0787	0.8737	-0.0312	neutral	NO:sentiment_score	NYSE	2.74	1.48
MATV	"[""MATV""]"	nBw52jpJMa	2026-05-06 16:15:02	Mativ Announces First Quarter 2026 Results	Business Wire	53.6	2026-05-06 16:15:02	0.0951	0.0872	0.8177	0.0079	neutral	NO:sentiment_score	NYSE	9.55	4.49
HPK	"[""HPK""]"	nGNX7z5zbn	2026-05-06 16:15:02	HighPeak Energy, Inc. Announces First Quarter 2026 Financial and Operating Results	Globe Newswire	21.68	2026-05-06 16:15:02	0.2137	0.1447	0.6415	0.069	positive	YES	NASDAQ	6.81	0.15
HNNA	"[""HNNA""]"	nPn4MTw9Za	2026-05-06 16:15:02	Hennessy Advisors, Inc. Reports Quarterly Earnings and Announces Quarterly Dividend	PR Newswire	4.75	2026-05-06 16:15:03	0.0688	0.0834	0.8478	-0.0146	neutral	NO:sentiment_score	NASDAQ	10.19	2.31
TROX	"[""TROX""]"	nPn30h8H6a	2026-05-06 16:15:03	Tronox Reports First Quarter 2026 Financial Results	PR Newswire	117.47	2026-05-06 16:15:03	0.1039	0.095	0.8011	0.0089	neutral	NO:sentiment_score	NYSE	10.59	1.05
DLHC	"[""DLHC""]"	nGNX7yXFp2	2026-05-06 16:15:03	DLH Reports Fiscal 2026 Second Quarter Results	Globe Newswire	12.69	2026-05-06 16:15:03	0.1254	0.1116	0.763	0.0139	neutral	NO:sentiment_score	NASDAQ	5.64	-0.18
GEG	"[""GEG""]"	nGNX8jHCSp	2026-05-06 16:15:04	Great Elm Group Reports Fiscal 2026 Third Quarter Financial Results	Globe Newswire	22.82	2026-05-06 16:15:04	0.189	0.1849	0.6261	0.0042	neutral	NO:sentiment_score	NASDAQ	2.16	5.37
CLAR	"[""CLAR""]"	nGNX1dlVPv	2026-05-06 16:15:04	Clarus Announces $0.025 Per Share Quarterly Dividend	Globe Newswire	29.2	2026-05-06 16:15:04	0.0606	0.0401	0.8993	0.0205	neutral	NO:sentiment_score	NASDAQ	2.98	4.2
LSAK	"[""LSAK""]"	nGNX57VLYK	2026-05-06 16:15:04	Lesaka’s Q3 FY2026 Results: Lesaka achieves the upper end of profitability guidance and raises its FY2026 full year Adjusted Earnings per Share guidance	Globe Newswire	48.8	2026-05-06 16:15:04	0.9434	0.0149	0.0417	0.9285	positive	YES	NASDAQ	5.15	0.98
MFM	"[""MFM"", ""VFL""]"	nPnbJngnla	2026-05-06 16:17:00	abrdn National Municipal Income Fund (VFL) Announces Adjournment of Special Shareholder Meeting Relating to Proposed Reorganization	PR Newswire	41.19	2026-05-06 16:17:00	0.0709	0.0586	0.8705	0.0123	neutral	NO:sentiment_score	NYSE	5.51	1.29
VFL	"[""MFM"", ""VFL""]"	nPnbJngnla	2026-05-06 16:17:00	abrdn National Municipal Income Fund (VFL) Announces Adjournment of Special Shareholder Meeting Relating to Proposed Reorganization	PR Newswire	12.27	2026-05-06 16:17:00	0.0709	0.0586	0.8705	0.0123	neutral	NO:sentiment_score	NYSE	10.3	0.49
CNTX	"[""CNTX""]"	nGNX5nTPQM	2026-05-06 16:18:04	Context Therapeutics Reports First Quarter 2026 Operating and Financial Results	Globe Newswire	65.0	2026-05-06 16:18:04	0.1763	0.1045	0.7192	0.0718	positive	YES	NASDAQ	2.46	5.13
NL	"[""NL""]"	nGNX3Q7nJP	2026-05-06 16:20:00	NL REPORTS FIRST QUARTER 2026 RESULTS	Globe Newswire	8.31	2026-05-06 16:20:00	0.0907	0.0651	0.8443	0.0256	neutral	NO:sentiment_score	NYSE	6.04	3.07
NEXA	"[""NEXA""]"	nNFC5jzW6W	2026-05-06 16:22:26	Nexa Reports 1Q26 Net Income of US$118 Million; Aripuana Sets New Quarterly Zinc Production Record	Newsfile Corp	44.43	2026-05-06 16:22:26	0.3335	0.0276	0.6389	0.3059	positive	YES	NYSE	16.89	3.62
IMM	"[""IMMP"", ""IMM""]"	nPnvNZJba	2026-05-06 16:26:00	IMMP Stockholder Alert: Shareholder Rights Law Firm Robbins LLP Reminds Investors of the Class Action Lawsuit Against Immutep Limited	PR Newswire		2026-05-06 16:26:00	0.2764	0.0782	0.6455	0.1982	positive	NO:Float	NASDAQ		
IMMP	"[""IMMP"", ""IMM""]"	nPnvNZJba	2026-05-06 16:26:00	IMMP Stockholder Alert: Shareholder Rights Law Firm Robbins LLP Reminds Investors of the Class Action Lawsuit Against Immutep Limited	PR Newswire	146.13	2026-05-06 16:26:00	0.2764	0.0782	0.6455	0.1982	positive	YES	NASDAQ	0.45	-2.17
TBLA	"[""TBLA""]"	nGNX4dwfQ7	2026-05-06 16:30:00	Taboola to Participate in Upcoming Investor Conferences	Globe Newswire	116.78	2026-05-06 16:30:00	0.2402	0.0256	0.7343	0.2146	positive	YES	NASDAQ	4.8	25.98
BNGO	"[""BNGO""]"	nGNX7jwWL1	2026-05-06 16:30:00	Bionano Announces Leadership Transition	Globe Newswire	10.4	2026-05-06 16:30:00	0.0946	0.0909	0.8145	0.0037	neutral	NO:sentiment_score	NASDAQ	1.29	4.03
ALVO	"[""ALVO""]"	nGNEb0kDwr	2026-05-06 16:30:00	REG-Alvotech Q1 2026 Financial Results	Globe Newswire	123.68	2026-05-06 16:30:00	0.1201	0.1049	0.7751	0.0152	neutral	NO:sentiment_score	NASDAQ	3.7	5.71
TRDA	"[""TRDA""]"	nGNX5cJTY2	2026-05-06 16:30:00	Entrada Therapeutics to Announce Topline Results from Cohort 1 of Participants with Duchenne Muscular Dystrophy Treated with ENTR-601-44 in Phase 1/2 ELEVATE-44-201 Study on May 7, 2026	Globe Newswire	21.45	2026-05-06 16:30:00	0.1964	0.0242	0.7794	0.1722	positive	YES	NASDAQ	17.45	26.72
MNTK	"[""MNTK""]"	nGNX1bHHFg	2026-05-06 16:30:00	Montauk Renewables Announces First Quarter 2026 Results	Globe Newswire	42.85	2026-05-06 16:30:00	0.0847	0.0657	0.8497	0.019	neutral	NO:sentiment_score	NASDAQ	1.56	1.96
RWAY	"[""RWAY""]"	nPn8bgJxJa	2026-05-06 16:30:00	Runway Growth Capital Promotes Avisha Khubani to Chief Credit Officer and Adds JD Tamas as Managing Director	PR Newswire	33.54	2026-05-06 16:30:00	0.1197	0.026	0.8543	0.0937	positive	YES	NASDAQ	6.88	-0.86
DMAC	"[""DMAC""]"	nBwbZ1CPwa	2026-05-06 16:30:00	DiaMedica Therapeutics Reports First Quarter 2026 Financial Results and Provides Business Highlights	Business Wire	26.97	2026-05-06 16:30:00	0.1171	0.0226	0.8603	0.0944	positive	YES	NASDAQ	6.57	5.12
SGU	"[""SGU""]"	nGNX976wqY	2026-05-06 16:30:00	Star Group, L.P. Reports Fiscal 2026 Second Quarter Results	Globe Newswire	25.54	2026-05-06 16:30:00	0.0974	0.0926	0.8101	0.0048	neutral	NO:sentiment_score	NYSE	13.27	3.11
RDW	"[""RDW""]"	nBw3GdGKRa	2026-05-06 16:30:01	Redwire Corporation Reports First Quarter 2026 Financial Results, Achieves Record Contract Backlog with Significant Gross Margin Improvement	Business Wire	157.65	2026-05-06 16:30:01	0.9364	0.0217	0.0419	0.9147	positive	YES	NYSE	9.76	13.49
OEC	"[""OEC""]"	nBwjG39Xa	2026-05-06 16:30:01	Orion S.A. Reports First Quarter Earnings; Increases Full Year 2026 Adjusted EBITDA Outlook	Business Wire	54.36	2026-05-06 16:30:01	0.9243	0.0273	0.0485	0.897	positive	YES	NYSE	8.4	0.84
CMCT	"[""CMCT""]"	nBw93M4pna	2026-05-06 16:30:01	Creative Media & Community Trust Announces Date for Its First Quarter 2026 Earnings Release and Conference Call	Business Wire	2.64	2026-05-06 16:30:01	0.0702	0.0633	0.8665	0.0069	neutral	NO:sentiment_score	NASDAQ	5.68	10.72
ARQ	"[""ARQ""]"	nGNXbsl0LK	2026-05-06 16:30:53	Arq Reports First Quarter 2026 Results	Globe Newswire	31.58	2026-05-06 16:30:53	0.0544	0.0699	0.8757	-0.0155	neutral	NO:sentiment_score	NASDAQ	2.6	9.7
OSG	"[""OSG""]"	nBw3GMWyGa	2026-05-06 16:35:00	Octave Specialty Group Reports First Quarter 2026 Results	Business Wire	42.24	2026-05-06 16:35:00	0.0544	0.0416	0.904	0.0129	neutral	NO:sentiment_score	NYSE	6.3	43.84
GROW	"[""GROW""]"	nGNXnmcNd	2026-05-06 16:42:54	U.S. Global Investors Announces Q3 Fiscal Year 2026 Webcast	Globe Newswire	9.81	2026-05-06 16:42:54	0.0389	0.0445	0.9165	-0.0056	neutral	NO:sentiment_score	NASDAQ	2.69	-0.37
GPRK	"[""GPRK""]"	nBwc500Lya	2026-05-06 16:47:00	GeoPark Reports First Quarter 2026 Results	Business Wire	25.5	2026-05-06 16:47:00	0.057	0.0419	0.9011	0.0151	neutral	NO:sentiment_score	NYSE	9.7	-1.22
YHC	"[""YHC""]"	nACSXCXYba	2026-05-06 16:50:44	LQR House Inc. Signs Memorandum of Understanding with Hangzhou GSY Biotechnology to Develop Functional, Wellness-Oriented Beverage Line	ACCESSWIRE	18.11	2026-05-06 16:50:44	0.8732	0.0113	0.1155	0.8619	positive	YES	NASDAQ	0.99	10.0
GOSS	"[""GOSS""]"	nGNX8H6lTl	2026-05-06 16:53:26	INVESTOR NOTICE: Gossamer Bio, Inc. (GOSS) Investors with Substantial Losses Have Opportunity to Lead Investor Class Action– Hagens Berman	Globe Newswire	204.1	2026-05-06 16:53:26	0.1371	0.0796	0.7833	0.0575	positive	YES	NASDAQ	0.36	5.88
POET	"[""POET""]"	nPn87NwTka	2026-05-06 16:57:00	POET Investors Have Opportunity to Lead POET Technologies Inc. Securities Fraud Lawsuit Filed by The Rosen Law Firm	PR Newswire	90.52	2026-05-06 16:57:00	0.186	0.0553	0.7587	0.1308	positive	YES	NASDAQ	10.95	15.38
ARIS	"[""ARIS""]"	nBw2CpkvCa	2026-05-06 17:00:00	Aris Mining Reports Q1 2026 Results	Business Wire	199.61	2026-05-06 17:00:00	0.0501	0.0718	0.8781	-0.0217	neutral	NO:sentiment_score	TSX		
MDXG	"[""MDXG""]"	nACSxrQ1va	2026-05-06 17:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of MiMedx Group, Inc. - MDXG	ACCESSWIRE	116.04	2026-05-06 17:00:00	0.1254	0.1301	0.7446	-0.0047	neutral	NO:sentiment_score	NASDAQ	3.72	2.2
NTR	"[""NTR""]"	nBw3yPD2Ga	2026-05-06 17:00:01	Nutrien Reports First Quarter 2026 Results	Business Wire	480.82	2026-05-06 17:00:01	0.0888	0.0462	0.865	0.0426	neutral	NO:sentiment_score,Float	TSX		
NOMA	"[""NOMA""]"	nPn2sl0fQa	2026-05-06 17:00:02	Nomadar and Fox Soccer Academy Sign Strategic Framework Agreement to Advance International Youth Soccer Development	PR Newswire	3.99	2026-05-06 17:00:02	0.7691	0.0103	0.2206	0.7587	positive	YES	NASDAQ	3.84	-1.54
TXG	"[""TXG""]"	nNFC3kR16d	2026-05-06 17:00:22	Torex Gold Reports Enhanced Return of Capital Program	Newsfile Corp	112.8	2026-05-06 17:00:22	0.6405	0.0259	0.3336	0.6146	positive	YES	TSX		
TFPM	"[""TFPM""]"	nBw46s1qJa	2026-05-06 17:01:00	Triple Flag Announces Election of Directors	Business Wire	202.64	2026-05-06 17:01:00	0.0977	0.0783	0.8239	0.0194	neutral	NO:sentiment_score	TSX		
DFSCW	"[""DFSCW"", ""DFSC""]"	nPn1jTTcXa	2026-05-06 17:01:10	DEFSEC Announces Commercial Release of Its Next-Generation Lightning™ Real-Time Situational Awareness System For Critical Incident Response	PR Newswire		2026-05-06 17:01:10	0.1905	0.0245	0.785	0.166	positive	NO:Float	NASDAQ		
DFSC	"[""DFSCW"", ""DFSC""]"	nPn1jTTcXa	2026-05-06 17:01:10	DEFSEC Announces Commercial Release of Its Next-Generation Lightning™ Real-Time Situational Awareness System For Critical Incident Response	PR Newswire	1.98	2026-05-06 17:01:10	0.1905	0.0245	0.785	0.166	positive	YES	NASDAQ	3.62	5.23
EQX	"[""EQX""]"	nGNXch6322	2026-05-06 17:04:15	Equinox Gold Declares Quarterly Cash Dividend of US$0.015 per Common Share	Globe Newswire	778.09	2026-05-06 17:04:15	0.1474	0.0336	0.819	0.1138	positive	NO:Float	TSX		
REI	"[""REI""]"	nGNX2ql2BG	2026-05-06 17:07:21	Ring Energy Releases First Quarter 2026 Results	Globe Newswire	182.73	2026-05-06 17:07:21	0.0575	0.0367	0.9058	0.0208	neutral	NO:sentiment_score	NYSE American	1.95	1.04
PBYI	"[""PBYI""]"	nBwbJK03la	2026-05-06 17:15:00	Puma Biotechnology Reports Inducement Awards Under Nasdaq Listing Rule 5635(c)(4)	Business Wire	38.48	2026-05-06 17:15:00	0.1173	0.0348	0.8479	0.0826	positive	YES	NASDAQ	7.7	4.76
NNBR	"[""NNBR""]"	nGNX74VVFH	2026-05-06 17:20:00	NN, Inc. Reports First Quarter 2026 Results	Globe Newswire	43.87	2026-05-06 17:20:00	0.0768	0.101	0.8222	-0.0243	neutral	NO:sentiment_score	NASDAQ	3.47	39.92
GTN	"[""GTN""]"	nGNX2wN3T9	2026-05-06 17:25:00	Gray Media and Block Communications Close Station Transaction	Globe Newswire	86.27	2026-05-06 17:25:00	0.0843	0.0439	0.8718	0.0403	neutral	NO:sentiment_score	NYSE	5.64	2.92
AIRE	"[""AIRE""]"	nGNX5Sm6D	2026-05-06 17:25:39	reAlpha Reduces Workforce by Approximately 25% and Consolidates Vendor Spend, Targeting $2 Million in Annualized Savings as AI Advancements Drive Organizational Efficiency	Globe Newswire	94.28	2026-05-06 17:25:39	0.6293	0.1469	0.2238	0.4824	positive	YES	NASDAQ	3.13	5.74
ADMA	"[""ADMA""]"	nGNX4Bs6Qx	2026-05-06 17:26:00	ADMA Investor News: If You Have Suffered Losses in ADMA Biologics, Inc. (NASDAQ: ADMA), You Are Encouraged to Contact The Rosen Law Firm About Your Rights	Globe Newswire	224.61	2026-05-06 17:26:00	0.2044	0.0818	0.7138	0.1226	positive	YES	NASDAQ	10.57	2.32
UUUU	"[""UUUU""]"	nPn2tsNhda	2026-05-06 17:27:37	Energy Fuels Announces Q1-2026 Results	PR Newswire	244.16	2026-05-06 17:27:37	0.0631	0.0407	0.8962	0.0224	neutral	NO:sentiment_score	NYSE American	23.7	11.85
SLNG	"[""SLNG""]"	nACSNZpR9a	2026-05-06 17:30:01	Stabilis Solutions Announces First Quarter 2026 Results	ACCESSWIRE	3.32	2026-05-06 17:30:01	0.073	0.0424	0.8846	0.0306	neutral	NO:sentiment_score	NASDAQ	4.58	11.71
