Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Trigger	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	LastDailyClose	itiBaseline	tradeSizeBaseline	Sentiment	ClerkArm	ClerkSentiment	Created	ArrivalDate	CurlTime	MktCap	DailyHigh($)	DailyHigh(%)	Headline-RBscore
UFG	"[""UFG""]"	nGNX3wwLqY	2026-05-26 08:56:00	Uni-Fuels Reports First Quarter 2026 Results and Raises Full Year Revenue Guidance to US$320M–US$340M	Globe Newswire	5.41	NASDAQ	2026-05-26 08:56:00.394002	0.8493	0.014	0.1367	0.8353	positive	YES	0.461	0.5794	0.3778	0.929	0.4185												1.04	46.48	58
MNDO	"[""MNDO""]"	nGNX1MtfB3	2026-05-26 09:04:23	MIND CTI Announces Appointment of Monica Iancu as Interim Chief Executive Officer	Globe Newswire	15.88	NASDAQ	2026-05-26 09:04:23.498168	0.045	0.1301	0.8249	-0.0851	negative	NO:sentiment_score	0.3328	0.4348	0.1916	0.7854	0.2226												0.99	7.61	50
UPLD	"[""UPLD""]"	nBw7D1nrGa	2026-05-26 09:05:03	Upland Software Earns 43 Badges in G2’s Summer 2026 Market Reports	Business Wire	20.57	NASDAQ	2026-05-26 09:05:04.012855	0.6636	0.041	0.2954	0.6226	positive	NO:sentiment_score	0.491	0.5689	0.379	0.8253	0.5328												8.55		50
WETO	"[""WETO""]"	nGNXb83szx	2026-05-26 09:15:00	Wetour Robotics Board Defers Previously Authorized Share Consolidation; The Company to Concentrate on Acceleration of Orchestra Physical AI Commercial Execution	Globe Newswire	5.7	NASDAQ	2026-05-26 09:15:00.696673	0.8007	0.0129	0.1864	0.7877	positive	YES	0.24	0.2674	0.1487	0.4996	0.1589												1.04	0.0	68
RIME	"[""RIME""]"	nGNX2Q43kQ	2026-05-26 09:15:01	Algorhythm Holdings Announces New Master Services Agreement with Onida Electronics	Globe Newswire	13.88	NASDAQ	2026-05-26 09:15:01.853957	0.7383	0.0228	0.2388	0.7155	positive	YES	0.5189	0.5922	0.3742	0.8747	0.5371												0.82	17.14	50
LGHL	"[""LGHL""]"	nPnRZTsJa	2026-05-26 09:15:03	Lion Group Holding Ltd. Reaffirms Long-Term Commitment to Hyperliquid (HYPE) Holdings	PR Newswire	3.49	NASDAQ	2026-05-26 09:15:03.114219	0.6659	0.0125	0.3215	0.6534	positive	NO:sentiment_score	0.3573	0.4152	0.1731	0.7687	0.2598												0.9	7.14	50
HMR	"[""HMR""]"	nGNX1hmK4r	2026-05-26 09:15:03	Heidmar Maritime Holdings Corp. Reports Results for the Quarter Ended March 31, 2026	Globe Newswire	5.48	NASDAQ	2026-05-26 09:15:03.756417	0.055	0.0723	0.8727	-0.0172	neutral	NO:sentiment_score	0.2725	0.3505	0.1712	0.9168	0.1179												1.71	11.76	50
IPW	"[""IPW""]"	nGNX1S7GZq	2026-05-26 09:20:00	iPower Plans First Funding Tranche This Week for Previously Authorized Share Repurchase Program	Globe Newswire	0.59	NASDAQ	2026-05-26 09:20:00.371542	0.1481	0.0111	0.8407	0.137	positive	NO:sentiment_score	0.2435	0.3105	0.1581	0.6356	0.2005												4.48	2.05	60
DFNS	"[""DFNS""]"	nGNX64BqjJ	2026-05-26 09:20:08	T3 Defense Subsidiary Tiltan Secures $1.3 Million Order for Advanced Simulation Solution Across Large-Scale Israeli Defense UAS Program	Globe Newswire	27.56	NASDAQ	2026-05-26 09:20:08.488729	0.8892	0.0126	0.0981	0.8766	positive	YES	0.3915	0.5157	0.2668	0.8629	0.3637												0.4	11.11	70
PSHG	"[""PSHG"", ""DS2""]"	nGNX9sxNjV	2026-05-26 09:27:01	Performance Shipping Inc. Reports Financial Results for the First Quarter Ended March 31, 2026	Globe Newswire	10.2	NASDAQ	2026-05-26 09:27:01.161928	0.0716	0.1016	0.8268	-0.03	neutral	NO:sentiment_score	0.3246	0.3646	0.2204	0.9245	0.3493												1.75	6.06	50
COSM	"[""COSM""]"	nGNX8Qy556	2026-05-26 09:34:17	Cosmos Health Releases 2026–2029 Guidance: Targeting $200M Revenue, $71M Gross Profit, and $44M Adjusted EBITDA by 2029 — Building an Innovative, High-Margin Healthcare Platform with Strong Cash Generation	Globe Newswire	28.16	NASDAQ	2026-05-26 09:34:17.089138	0.7834	0.0093	0.2073	0.774	positive	YES	0.4266	0.5458	0.3706	0.9218	0.5387												0.29	11.54	74
DLTH	"[""DLTH""]"	nPn74VDTWa	2026-05-26 10:00:08	Duluth Trading® and Old Milwaukee® Celebrate Summer with Limited-Edition Apparel and Gear	PR Newswire	13.36	NASDAQ	2026-05-26 10:00:08.798186	0.1486	0.0363	0.8151	0.1122	positive	NO:sentiment_score	0.1857	0.2169	0.1458	0.5866	0.1648												3.66	1.1	50
BDL	"[""BDL""]"	nPn9CtX7qa	2026-05-26 10:03:18	FLANIGAN'S DECLARES DIVIDEND	PR Newswire	0.53	NYSE AMERICAN	2026-05-26 10:03:19.017447	0.1637	0.062	0.7743	0.1018	positive	NO:sentiment_score	0.0934	0.0699	0.0552	0.0552	0.0571												34.12	5.24	50
EONR	"[""EONR""]"	nACSgKHjca	2026-05-26 10:25:01	EON Resources Inc. to Present at Planet MicroCap Las Vegas 2026 Powered by MicroCapClub	ACCESSWIRE	39.84	NYSE AMERICAN	2026-05-26 10:25:01.146751	0.1149	0.0117	0.8734	0.1032	positive	NO:sentiment_score	0.2001	0.2325	0.0955	0.6184	0.0946												0.63	-3.08	50
EPOW	"[""EPOW""]"	nGNX71MtXX	2026-05-26 10:34:12	E-Power Inc. Achieves Strategic R&D Milestone as Next-Generation Energy Storage Anode Project Secures Guizhou Provincial Government Funding	Globe Newswire	25.58	NASDAQ	2026-05-26 10:34:12.475279	0.9172	0.0187	0.0641	0.8985	positive	YES	0.4381	0.5712	0.3566	0.8375	0.5116												0.76	8.57	68
GAUZ	"[""GAUZ""]"	nGNX7jDCZd	2026-05-26 10:55:07	Gauzy Ltd. Announces Receipt of Nasdaq Notice Regarding Delayed Filing of Annual Report on Form 20-F	Globe Newswire	12.69	NASDAQ	2026-05-26 10:55:07.801342	0.0602	0.4776	0.4622	-0.4174	negative	NO:sentiment_score	0.0565	0.0281	0.048	0.2221	0.0636												0.74	15.62	50
BRTX	"[""BRTX""]"	nGNX8Zh8Dv	2026-05-26 11:00:02	BioRestorative Completes Phase 2 Dosing of BRTX-100, Advancing Lead Regenerative Spine Program Toward 2027 Topline Data	Globe Newswire	23.31	NASDAQ	2026-05-26 11:00:02.034952	0.4826	0.0111	0.5063	0.4715	positive	NO:sentiment_score	0.3846	0.4959	0.307	0.8473	0.3492												0.29	38.1	63
TCRT	"[""TCRT""]"	nGNXbQwyNS	2026-05-26 11:01:00	Alaunos Reports Broad Metabolic Improvements with ALN1003 in Obese Mouse Studies	Globe Newswire	2.01	NASDAQ	2026-05-26 11:01:00.605476	0.8977	0.0117	0.0906	0.886	positive	YES	0.2926	0.3607	0.2551	0.8869	0.4244												2.61	1.95	50
HOVR	"[""HOVR""]"	nACSGnCcBa	2026-05-26 11:40:00	New Horizon Aircraft Ltd. Announces Pricing of $25 Million Offering of Common Shares	ACCESSWIRE	37.51	NASDAQ	2026-05-26 11:40:00.850395	0.1819	0.0142	0.8039	0.1677	positive	NO:sentiment_score	0.3663	0.3858	0.151	0.7376	0.2254												3.68	14.29	72
SBC	"[""SBC""]"	nGNX9L0lh2	2026-05-26 11:46:01	SBC Medical will participate in several upcoming investor conferences in May and June 2026	Globe Newswire	11.2	NASDAQ	2026-05-26 11:46:01.446083	0.1477	0.0208	0.8315	0.1269	positive	NO:sentiment_score	0.1903	0.2128	0.1086	0.4021	0.1232												3.15	2.61	42
SMID	"[""SMID""]"	nBw6zYZm1a	2026-05-26 11:52:00	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	LSE	2026-05-26 11:52:00.338268	0.0738	0.0729	0.8534	0.0009	neutral	NO:sentiment_score	0.7266	0.457	0.1792	0.2837	0.1801														50
DBCA	"[""DBCA"", ""JUNS""]"	nACSsQBYYa	2026-05-26 12:00:05	D. Boral Capital Acted as Exclusive Placement Agent to Jupiter Neurosciences, Inc. (Nasdaq:JUNS) in Connection with its ~$2 Million Registered Direct Offering	ACCESSWIRE	28.05	NASDAQ	2026-05-26 12:00:05.952516	0.402	0.0257	0.5723	0.3763	positive	NO:sentiment_score	0.35	0.3137	0.1281	0.611	0.1138												9.94	0.1	87
JUNS	"[""DBCA"", ""JUNS""]"	nACSsQBYYa	2026-05-26 12:00:05	D. Boral Capital Acted as Exclusive Placement Agent to Jupiter Neurosciences, Inc. (Nasdaq:JUNS) in Connection with its ~$2 Million Registered Direct Offering	ACCESSWIRE	16.54	NASDAQ	2026-05-26 12:00:05.953885	0.402	0.0257	0.5723	0.3763	positive	NO:sentiment_score	0.35	0.3137	0.1281	0.611	0.1138												0.26	8.33	87
PHR	"[""PHR""]"	nBwbdH5hpa	2026-05-26 12:06:00	Law Offices of Frank R. Cruz Encourages Phreesia Inc. (PHR) Shareholders To Inquire About Securities Fraud Class Action	Business Wire	46.89	NYSE	2026-05-26 12:06:00.550637	0.0949	0.0566	0.8486	0.0383	neutral	NO:sentiment_score	-0.3086	-0.403	-0.1557	-0.1486	-0.1444												9.15	2.58	0
DNA	"[""DNA""]"	nPn1shhCva	2026-05-26 12:34:22	Ginkgo Datapoints, Tangible Scientific, and Inductive Bio Launch ADME-One™: a High-Throughput ADME Platform That Brings Pharmacokinetic Projection Earlier in Drug Discovery	PR Newswire	43.58	NYSE	2026-05-26 12:34:22.985524	0.2474	0.0123	0.7403	0.2351	positive	NO:sentiment_score	0.2473	0.3142	0.1795	0.7375	0.2386												9.08	8.61	56
SVCO	"[""SVCO""]"	nPn1P0vr1a	2026-05-26 12:52:00	SHAREHOLDER ALERT: Purcell & Lefkowitz LLP Announces Shareholder Investigation of Silvaco Group, Inc. (NASDAQ: SVCO)	PR Newswire	11.73	NASDAQ	2026-05-26 12:52:00.424013	0.1935	0.2049	0.6016	-0.0114	neutral	NO:sentiment_score	0.0035	-0.0027	0.0173	0.0037	0.0045												10.45	6.63	5
GCL	"[""GCL""]"	nPNAG1SCTa	2026-05-26 14:00:01	GCL Announces the Global Console and PC Version 1.0 Release of 'Realm of Ink'	PR Newswire	15.95	NASDAQ	2026-05-26 14:00:01.793081	0.1453	0.0197	0.835	0.1257	positive	NO:sentiment_score	0.2073	0.2935	0.156	0.7505	0.2102												0.72	5.88	50
EVI	"[""EVI""]"	nBw2B1Pja	2026-05-26 14:58:00	EVI Industries to Present at the Baird Global Consumer, Technology & Services Conference	Business Wire	6.22	NYSE AMERICAN	2026-05-26 14:58:00.474830	0.1329	0.0189	0.8482	0.114	positive	NO:sentiment_score	0.2528	0.3107	0.1229	0.695	0.1754												17.85	3.66	50
ARCT	"[""ARCT""]"	nBw34VylNa	2026-05-26 16:01:03	Arcturus Therapeutics to Present at 2026 Jefferies Global Healthcare Conference	Business Wire	26.03	NASDAQ	2026-05-26 16:01:03.723327	0.0776	0.0286	0.8938	0.0489	neutral	NO:sentiment_score	0.3112	0.2784	0.1522	0.4341	0.1583												7.95	10.26	50
QTRX	"[""QTRX""]"	nBw2CW43sa	2026-05-26 16:01:03	Quanterix Corporation Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4)	Business Wire	38.36	NASDAQ	2026-05-26 16:01:03.725242	0.1002	0.0203	0.8795	0.0799	positive	NO:sentiment_score	0.3087	0.3105	0.1893	0.4644	0.2058												2.74	2.24	50
PSFE	"[""PSFE""]"	nBwSFPSa	2026-05-26 16:05:02	Paysafe to Participate in the RBC Capital Markets Global Financial Technology Conference on June 9th, 2026	Business Wire	22.02	NYSE	2026-05-26 16:05:02.646168	0.1466	0.0186	0.8348	0.1281	positive	NO:sentiment_score	0.202	0.1119	0.0815	0.202	0.0795												7.92	4.76	50
MSW	"[""MSW""]"	nGNX9Fyzt4	2026-05-26 16:05:09	Ming Shing Group Holdings Limited Announces Entering into Stock Purchase Agreement, Note Purchase Agreement and Convertible Promissory Notes	Globe Newswire	4.56	NASDAQ	2026-05-26 16:05:09.646668	0.1302	0.013	0.8568	0.1172	positive	NO:sentiment_score	0.1657	0.1612	0.0919	0.4339	0.137												1.66	1.22	60
OWLT	"[""OWLT""]"	nBw76Mt0fa	2026-05-26 16:05:11	Owlet to Participate in Upcoming Investor Conferences	Business Wire	14.65	NYSE	2026-05-26 16:05:11.316648	0.2238	0.0205	0.7557	0.2033	positive	NO:sentiment_score	0.2298	0.1876	0.0968	0.4152	0.0798												5.8	1.22	42
DHX	"[""DHX""]"	nBw2Jx6zda	2026-05-26 16:05:11	DHI Group, Inc. to Participate in the 20th Annual Barrington Research Virtual Spring Investment Conference on May 27, 2026	Business Wire	35.07	NYSE	2026-05-26 16:05:11.358003	0.147	0.0189	0.8341	0.1281	positive	NO:sentiment_score	0.1531	0.1227	0.1034	0.2197	0.1061												3.85	2.94	58
SEER	"[""SEER""]"	nGNX2nYdPN	2026-05-26 16:05:11	Seer to Showcase AI-Driven Multi-Cancer Screening Approach and Next-Generation Proteomics Capabilities at ASMS 2026	Globe Newswire	31.82	NASDAQ	2026-05-26 16:05:11.407640	0.3939	0.0076	0.5984	0.3863	positive	NO:sentiment_score	0.2087	0.2807	0.1596	0.7939	0.22												1.94	3.19	58
TG	"[""TG""]"	nBwM4mJ9a	2026-05-26 16:05:11	Tredegar Corporation Announces Susan Sweeney Joins Company as Vice President and Chief Human Resources Officer	Business Wire	31.65	NYSE	2026-05-26 16:05:11.800291	0.0754	0.0623	0.8623	0.0131	neutral	NO:sentiment_score	0.2617	0.3287	0.1336	0.4179	0.158												8.08	-0.86	50
HKIT	"[""HKIT"", ""4JX0""]"	nPn5YVfJNa	2026-05-26 16:05:12	Hitek Announces 1-for-3 Reverse Split	PR Newswire	0.34	NASDAQ	2026-05-26 16:05:12.300542	0.1169	0.0592	0.8239	0.0576	positive	NO:sentiment_score	0.1314	0.108	0.0572	0.1879	0.059												1.93	12.21	50
AGMH	"[""AGMH""]"	nGNX3XD3GZ	2026-05-26 16:10:00	AGM Group Receives Notification from Nasdaq Regarding Delayed Filing of Form 20-F	Globe Newswire	1.83	NASDAQ	2026-05-26 16:10:00.767255	0.0683	0.333	0.5987	-0.2648	negative	NO:sentiment_score	0.1055	0.059	0.0568	0.2708	0.0522												1.3	4.0	50
SHIM	"[""SHIM""]"	nGNX6Gvxlg	2026-05-26 16:15:07	Shimmick Corporation Announces Closing of Underwritten Public Offering of Common Stock	Globe Newswire	6.66	NASDAQ	2026-05-26 16:15:07.620151	0.0838	0.1499	0.7663	-0.0661	negative	NO:sentiment_score	0.2225	0.2355	0.1238	0.5397	0.1716												4.07	6.27	62
DXLG	"[""DXLG""]"	nGNX5Hfz4j	2026-05-26 16:25:00	Destination XL Group, Inc. Recommends DXL Shareholders Reject Zodiac Partners II’s Tender Offer And NOT Tender Their Shares	Globe Newswire	48.25	NASDAQ	2026-05-26 16:25:00.497516	0.126	0.1592	0.7148	-0.0332	neutral	NO:sentiment_score	0.1495	0.1951	0.0973	0.5031	0.146												0.75	2.74	70
SLAI	"[""SLAI"", ""50C0Y""]"	nPn44l8Xza	2026-05-26 16:30:02	SOLAI Limited Receives Additional Notice Regarding NYSE Continued Listing Standards	PR Newswire	17.83	NYSE	2026-05-26 16:30:02.704534	0.0729	0.0347	0.8924	0.0382	neutral	NO:sentiment_score	-0.0073	-0.0321	0.0126	0.2069	0.0039												0.77	0.0	50
GMM	"[""GMM""]"	nGNX3blZhg	2026-05-26 16:30:03	Global Mofy AI Limited Announces Closing of $8 Million Registered Offering	Globe Newswire	45.84	NASDAQ	2026-05-26 16:30:03.755857	0.0827	0.0786	0.8387	0.0041	neutral	NO:sentiment_score	0.0299	-0.0071	0.039	0.1653	0.066												13.73	30.76	80
MERC	"[""MERC""]"	nGNXb4Fvwz	2026-05-26 16:30:04	Mercer International Inc. Releases 2025 Sustainability Report	Globe Newswire	38.58	NASDAQ	2026-05-26 16:30:04.053041	0.0556	0.0426	0.9018	0.013	neutral	NO:sentiment_score	0.4877	0.6042	0.4407	0.9134	0.5161												1.05	8.25	50
RWAY	"[""RWAY""]"	nPn7Yhsw4a	2026-05-26 16:30:05	Runway Growth Capital and PitchBook Release 2025-2026 Venture Debt Review: Venture Debt Hits Record $68.8 Billion	PR Newswire	34.87	NASDAQ	2026-05-26 16:30:05.080652	0.643	0.0377	0.3193	0.6054	positive	NO:sentiment_score	0.3512	0.4363	0.2742	0.9137	0.4022												6.54	0.46	58
LPA	"[""LPA""]"	nBwC7zfqa	2026-05-26 16:45:00	LPA Announces Initiation of Research Coverage by BTG Pactual	Business Wire	5.07	NYSE AMERICAN	2026-05-26 16:45:00.389440	0.2534	0.0147	0.7319	0.2388	positive	NO:sentiment_score	0.3388	0.4401	0.1698	0.841	0.3416												3.06	-0.65	50
VSTD	"[""VSTD""]"	nGNX4qZcRL	2026-05-26 17:00:02	Vestand Receives Nasdaq Staff Determination Notification Regarding Late 10-Q and 10-K Filings and Continued Listing Requirements	Globe Newswire	11.95	NASDAQ	2026-05-26 17:00:02.630535	0.0529	0.0762	0.8709	-0.0233	neutral	NO:sentiment_score	-0.0018	-0.032	0.0029	0.3599	-0.0214												0.57	21.28	50
SLAI	"[""SLAI"", ""50C0Y""]"	nPn17lZzFa	2026-05-26 17:00:04	SOLAI Limited Announces Unaudited Financial Results for the Three Months Ended March 31, 2026	PR Newswire	17.83	NYSE	2026-05-26 17:00:04.194455	0.0858	0.0823	0.8319	0.0035	neutral	NO:sentiment_score	0.0451	0.0337	0.0397	0.9148	0.3053												0.77	0.0	50
EMAT	"[""EMAT""]"	nGNX44cYjs	2026-05-26 17:30:52	Evolution Metals & Technologies Corp. Regains Compliance with Nasdaq Listing Rule Following Previously Received Notice and Filing of Quarterly Report on Form 10-Q	Globe Newswire	49.76	NASDAQ	2026-05-26 17:30:52.647691	0.777	0.0475	0.1755	0.7295	positive	YES	0.0502	0.0553	0.0428	0.2568	0.0504												7.24	0.56	50
MNOV	"[""MNOV""]"	nGNX2tgvXJ	2026-05-26 19:00:01	MediciNova Announces Completion of Last Patient Last Visit in the MN-001-NATG-202 Clinical Trial of MN-001 (Tipelukast)	Globe Newswire	46.7	NASDAQ	2026-05-26 19:00:01.349796	0.2454	0.0516	0.7031	0.1938	positive	NO:sentiment_score	0.1736	0.1951	0.158	0.6582	0.2269												1.38	-0.72	58
PHR	"[""PHR""]"	nGNXzTnqQ	2026-05-26 19:00:02	REMINDER: Phreesia, Inc. Investors With Significant Losses Must Act By July 13, 2026	Globe Newswire	46.89	NYSE	2026-05-26 19:00:02.204966	0.0733	0.0496	0.877	0.0237	neutral	NO:sentiment_score	-0.0632	-0.1588	-0.0331	0.571	-0.0527												11.29	25.58	42
ICMB	"[""ICMB""]"	nGNX43VDvP	2026-05-26 20:11:01	Bulldog Investors Urges Investcorp To Do The Right Thing For Shareholders Of ICMB	Globe Newswire	12.06	NASDAQ	2026-05-26 20:11:01.364589	0.6048	0.0161	0.3791	0.5887	positive	NO:sentiment_score	0.1705	0.1592	0.1468	0.7831	0.1688												1.45	5.07	42
MRDN	"[""MRDN""]"	nACS4Nv6da	2026-05-26 22:10:01	Meridian Holdings (NASDAQ:MRDN) Announces Dejan Petković, Brazilian Football Legend, as Global Brand Ambassador	ACCESSWIRE	2.15	NASDAQ	2026-05-26 22:10:01.263513	0.2752	0.0181	0.7066	0.2571	positive	NO:sentiment_score	0.2593	0.4115	0.1955	0.8698	0.3144												10.73	1.8	50
ALGS	"[""ALGS""]"	nGNX5F6d6X	2026-05-27 02:30:01	Aligos Therapeutics Presents Positive Data at the EASL Congress 2026	Globe Newswire	4.81	NASDAQ	2026-05-27 02:30:01.695741	0.9124	0.0199	0.0678	0.8925	positive	YES	0.3706	0.447	0.2864	0.7566	0.4487												5.98	4.91	63
DTIL	"[""DTIL""]"	nBw4VWB6na	2026-05-27 02:30:01	Precision BioSciences Announces New and Late-Breaking PBGENE-HBV Clinical Data from the ELIMINATE-B Study at European Association for the Study of the Liver Congress 2026	Business Wire	23.02	NASDAQ	2026-05-27 02:30:01.719244	0.2269	0.0276	0.7455	0.1993	positive	NO:sentiment_score	0.267	0.3093	0.2226	0.8311	0.3231												8.69	15.87	55
SAM	"[""SAM""]"	nNFC8XXY0M	2026-05-27 02:30:12	Starcore Reaches Communities Agreement for La Tortilla Project	Newsfile Corp	7.56	TSX	2026-05-27 02:30:12.120259	0.692	0.0303	0.2777	0.6616	positive	NO:sentiment_score	0.3423	0.4338	0.2152	0.7215	0.3239														50
TTGT	"[""TTGT""]"	nBw4hJPxra	2026-05-27 04:04:00	Omdia: US Smartphone Market Declined 3% in 1Q26 Amid Pricing Pressure and Carrier Subsidy Shifts	Business Wire	29.16	NASDAQ	2026-05-27 04:04:00.406502	0.0119	0.9689	0.0192	-0.957	negative	NO:sentiment_score	0.141	0.0973	0.1217	0.9144	0.0491												4.95	4.43	50
CIGI	"[""CIGI""]"	nGNX5MnJfp	2026-05-27 05:00:00	Colliers completes acquisition of Ayesa Engineering	Globe Newswire	43.8	TSX	2026-05-27 05:00:01.008643	0.1992	0.0314	0.7694	0.1678	positive	NO:sentiment_score	0.51	0.6364	0.4317	0.821	0.415														62
GTE	"[""GTE""]"	nGNX6DRdm2	2026-05-27 06:00:05	Gran Tierra Energy Inc. Announces Completion of Conditions Precedent for Tisquirama Contract	Globe Newswire	34.04	NYSE AMERICAN	2026-05-27 06:00:05.427754	0.1837	0.0229	0.7934	0.1609	positive	NO:sentiment_score	0.1704	0.2194	0.1253	0.6929	0.2447												8.34	0.12	58
SMID	"[""SMID""]"	nBw91xgZ3a	2026-05-27 06:54:00	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	LSE	2026-05-27 06:54:00.304942	0.0738	0.0729	0.8534	0.0009	neutral	NO:sentiment_score	0.0962	0.0666	0.0637	0.0736	0.0641														50
SPMC	"[""SPMC""]"	nBw95lRDva	2026-05-27 07:00:26	Sound Point Meridian Capital, Inc. Announces Results for the Fourth Fiscal Quarter Ended March 31, 2026	Business Wire	15.08	NYSE	2026-05-27 07:00:26.485585	0.087	0.1083	0.8047	-0.0214	neutral	NO:sentiment_score	-0.0823	-0.2088	-0.0169	0.2396	-0.1074												11.04	0.73	50
BMR	"[""BMR""]"	nGNE9YNG30	2026-05-27 07:00:27	Beamr Issues Q1-2026 CEO Letter to Shareholders: Advancing Towards Strategic Account Agreements	Globe Newswire	10.91	NASDAQ	2026-05-27 07:00:27.897274	0.6265	0.0118	0.3617	0.6147	positive	NO:sentiment_score	0.3857	0.4819	0.336	0.8833	0.4776												1.98	4.76	58
ICG	"[""ICG""]"	nGNX3Jx33L	2026-05-27 07:00:30	Intchains Group to Present at the Noble Capital Markets Emerging Growth Virtual Equity Conference on June 3-4	Globe Newswire	41.459	NASDAQ	2026-05-27 07:00:30.289957	0.1267	0.0132	0.8601	0.1134	positive	NO:sentiment_score	0.2135	0.0845	0.0616	0.1339	0.0635												0.99	4.21	58
LONA	"[""LONA""]"	nGNX1VRXc9	2026-05-27 07:00:32	LeonaBio to Participate in Upcoming Medical and Industry Meetings in June	Globe Newswire	7.24	NASDAQ	2026-05-27 07:00:32.419100	0.152	0.0219	0.8261	0.1301	positive	NO:sentiment_score	0.2691	0.2284	0.1444	0.3216	0.1318												11.13	15.1	50
NRXP	"[""NRXP""]"	nGNX7MLKJn	2026-05-27 07:00:32	NRx Pharmaceuticals (Nasdaq: NRXP) Subsidiary HOPE Therapeutics Becomes First Commercial Site to Deploy Zeta Surgical's FDA-Cleared Zeta TMS Navigation System	Globe Newswire	32.02	NASDAQ	2026-05-27 07:00:32.579203	0.6409	0.012	0.3471	0.629	positive	NO:sentiment_score	0.3014	0.4441	0.2697	0.7972	0.3457												4.67	8.35	50
JG	"[""JG""]"	nGNX5tqzNJ	2026-05-27 07:00:32	Aurora Mobile's GPTBots.ai Upgrades AI Agents from Chat to Execution	Globe Newswire	4.31	NASDAQ	2026-05-27 07:00:32.588183	0.2023	0.0155	0.7822	0.1868	positive	NO:sentiment_score	0.1207	0.0788	0.0834	0.6399	0.034												6.3	0.96	58
LTRX	"[""LTRX""]"	nGNX8DGD6k	2026-05-27 07:00:33	Lantronix Announces Preliminary Inclusion in Russell 3000® Index	Globe Newswire	34.63	NASDAQ	2026-05-27 07:00:33.214447	0.1908	0.0244	0.7848	0.1664	positive	NO:sentiment_score	0.2351	0.3502	0.1897	0.725	0.2264												7.54	1.75	50
BLRX	"[""BLRX""]"	nPn3ct3Fxa	2026-05-27 07:00:36	BioLineRx Reports First Quarter 2026 Financial Results and Provides Corporate Update	PR Newswire	4.33	NASDAQ	2026-05-27 07:00:36.187262	0.0831	0.0268	0.89	0.0563	positive	NO:sentiment_score	0.182	0.2074	0.1424	0.8728	0.4278												3.38	4.0	50
VMAR	"[""VMAR""]"	nPn3HVFDja	2026-05-27 07:00:36	Vision Marine Technologies Activates E-Motion™ Data Platform to Advance Predictive Maintenance, Warranty Intelligence and Post-Sale Powertrain Optimization	PR Newswire	1.71	NASDAQ	2026-05-27 07:00:36.264493	0.3554	0.0087	0.6359	0.3466	positive	NO:sentiment_score	0.3526	0.4508	0.2555	0.7871	0.3256												5.57	3.34	61
