Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
RGNX	"[""RGNX""]"	nPn1d13gga	2026-05-06 07:05:00	REGENXBIO to Host Webcast on May 14 to Discuss Topline Results from Pivotal Trial of RGX-202 for Duchenne Muscular Dystrophy	PR Newswire	46.06	0.2668	0.0259	0.7072	0.2409	positive	0.6511627906976745	YES	NASDAQ	10.4	12.43					0.2126	0.192	0.146	0.146	0.1723	0.2146
CYN	"[""CYN""]"	nPn97rq6Xa	2026-05-06 07:05:00	Cyngn Announces Date for First Quarter 2026 Financial Results	PR Newswire	13.18	0.1124	0.0932	0.7944	0.0193	neutral	0.001841959845275373	NO:sentiment_score	NASDAQ	1.7	0.0					0.0	0.0118	0.0118	0.0118	0.0118	0.0
LFCR	"[""LFCR""]"	nGNX2YKdCn	2026-05-06 07:05:00	Lifecore Biomedical Reports Financial Results for the First Quarter Ended March 31, 2026, and Provides Corporate Update	Globe Newswire	34.17	0.0578	0.0445	0.8977	0.0133	neutral		NO:sentiment_score,Trades/sec	NASDAQ	5.16	0.0					0.1647	0.1679	0.1647	0.1647	0.1088	0.1679
LAW	"[""LAW""]"	nBwnY3F7a	2026-05-06 07:30:00	DISCO Announces First Quarter 2026 Financial Results	Business Wire	24.57	0.1615	0.1636	0.6749	-0.0022	neutral	0.02789400278940028	NO:sentiment_score	NYSE	4.92	4.24					0.0491	0.0245	0.0438	0.1997	0.1778	0.0243
VHUB	"[""VHUB""]"	nGNX3cCsF5	2026-05-06 07:30:00	VenHub Highlights Rapid Progress Since Nasdaq Debut Including Expanded Smart Store Deployments, Enhanced Technology Platform and Increased Las Vegas Production Capacity	Globe Newswire	25.0444	0.8989	0.0103	0.0908	0.8886	positive		NO:Trades/sec	NASDAQ	0.87	8.75					0.8066	0.8066	0.8066	0.8066	0.8066	0.8066
MASS	"[""MASS""]"	nBw3hwDq7a	2026-05-06 07:30:00	908 Devices Reports First Quarter 2026 Financial Results and Raises 2026 Revenue Outlook	Business Wire	27.86	0.3213	0.0603	0.6185	0.261	positive		NO:Trades/sec	NASDAQ	8.2	15.66					0.1847	0.1328	0.0957	0.0957	0.1744	0.1847
BVS	"[""BVS""]"	nGNX7slZyb	2026-05-06 07:30:01	Bioventus Reports First Quarter Financial Results	Globe Newswire	46.32	0.2141	0.1209	0.6651	0.0932	positive		NO:Trades/sec	NASDAQ	11.32	-0.53					0.403	0.5095	0.2528	0.8278	0.5081	0.5568
MDCX	"[""MDCX""]"	nGNX6MjD1h	2026-05-06 07:30:00	Medicus Pharma Announces Results from Pre-Specified Expanded Phase 2 SKNJCT-003 Data Analysis Demonstrating Positive Dose-Response	Globe Newswire	9.61	0.9422	0.0184	0.0394	0.9238	positive		NO:Trades/sec	NASDAQ	0.34	21.43					0.4987	0.6071	0.4987	0.6959	0.6764	0.6071
GLMD	"[""GLMD""]"	nPn8dPJfxa	2026-05-06 07:30:02	Tissue Dynamics and Galmed Pharmaceuticals to Develop Human-Centered Chronic Cardiac Fibrosis Platform to Advance Aramchol-Based Therapeutics	PR Newswire	6.1	0.3048	0.0108	0.6845	0.294	positive		NO:Trades/sec	NASDAQ	0.7	22.81					0.1439	0.1352	0.1067	0.2112	0.1421	0.1516
CAPS	"[""CAPS""]"	nBwx8nvya	2026-05-06 07:35:00	Capstone Publishes Investor FAQ Detailing 72% Reduction in Convertible Principal and Reaffirming FY2026 Guidance	Business Wire	3.7	0.6906	0.1562	0.1532	0.5344	positive	0.5476190476190477	YES	NASDAQ	0.42	7.69					0.1787	0.1202	0.0791	0.1248	0.1033	0.1863
TGL	"[""TGL""]"	nGNX9L1GW5	2026-05-06 07:50:00	Treasure Global Appoints YDM Tengku Dato’ Musahiddin Shah Bin Tengku Dato’ Seri Abdul Samad Shah Alhaj to Board of Directors as Independent Director	Globe Newswire	1.33	0.1155	0.0473	0.8372	0.0683	positive	0.027925531914893616	YES	NASDAQ	4.96	16.43					0.239	0.239	0.239	0.239	0.239	0.239
BNZI	"[""BNZI""]"	nGNX6YRbLQ	2026-05-06 08:00:00	Banzai Announces Reverse Stock Split	Globe Newswire	15.38	0.1378	0.1844	0.6778	-0.0466	neutral	0.43859649122807015	NO:sentiment_score	NASDAQ	6.0	4.17					0.147	0.0973	0.0839	0.0839	0.1245	0.147
ATLN	"[""ATLN""]"	nGNX5W95jc	2026-05-06 08:00:00	Atlantic International’s Circle8 Group Secures $380 Million Four-Year Technology Services Contract with Dutch Ministry of Education, Culture, and Science	Globe Newswire	10.96	0.9154	0.0152	0.0694	0.9002	positive	0.005929439667951379	YES	NASDAQ	1.85	37.04					0.5784	0.6393	0.393	0.393	0.5934	0.6763
PYPD	"[""PYPD""]"	nGNXQym28	2026-05-06 08:00:00	PolyPid to Report First Quarter 2026 Financial Results and Operational Highlights on May 13, 2026	Globe Newswire	7.76	0.0999	0.0489	0.8512	0.051	positive		NO:Trades/sec	NASDAQ	4.59	2.0					0.3304	0.4605	0.2404	0.4674	0.2096	0.4985
FVRR	"[""FVRR"", ""11V""]"	nGNX1dCLPx	2026-05-06 08:00:00	Fiverr to Present at Upcoming Conferences	Globe Newswire	29.94	0.1262	0.0401	0.8337	0.0861	positive	0.002118893466745144	YES	NYSE	11.95	3.46					0.0	0.0308	0.029	0.029	0.0397	0.0
SGRP	"[""SGRP""]"	nGNX5gwKSk	2026-05-06 08:00:00	SPAR Group, Inc. Announces Timing of Fiscal 2026 First Quarter Results Conference Call	Globe Newswire	11.25	0.0651	0.0774	0.8575	-0.0123	neutral		NO:sentiment_score,Trades/sec	NASDAQ	0.77	5.48					0.1854	0.1592	0.0991	0.1854	0.0823	0.2246
SAFX	"[""SAFX""]"	nACSRFzS8a	2026-05-06 08:00:01	XCF Highlights Importance of Domestic SAF Capacity as Jet Fuel Reaches $4.26 per Gallon Ahead of Planned June Restart	ACCESSWIRE	32.88	0.743	0.024	0.233	0.719	positive		NO:Trades/sec	NASDAQ	0.55	17.02					0.145	0.1879	0.0918	0.3974	0.3023	0.2209
CURR	"[""CURR""]"	nGNX31ZHyG	2026-05-06 08:00:01	Currenc Group Announces Extension of Exclusivity Period for Proposed Reverse Merger with Animoca Brands Corporation Limited	Globe Newswire	0.85	0.27	0.1286	0.6014	0.1413	positive		NO:Trades/sec	NASDAQ	3.96	14.78					0.2883	0.2312	0.0944	0.1832	0.2726	0.3405
TEAD	"[""TEAD""]"	nGNX9pypFp	2026-05-06 08:00:01	Teads and Lumen Research Bring Proven Attention Science to CTV for Omnichannel Impact	Globe Newswire	28.7	0.4654	0.0165	0.5181	0.4489	positive		NO:Trades/sec	NASDAQ	1.19	26.6					0.5768	0.6316	0.5768	0.5768	0.6469	0.6316
QTRX	"[""QTRX""]"	nBw8fbdlka	2026-05-06 08:00:01	Lucent Diagnostics Announces Collaboration with Tempus to Integrate Blood-Based Alzheimer’s Biomarker Testing into Clinical Workflows	Business Wire	38.12	0.8174	0.0099	0.1728	0.8075	positive		NO:Trades/sec	NASDAQ	3.77	14.24					0.3673	0.4148	0.237	0.6858	0.3327	0.4845
WRAP	"[""WRAP""]"	nGNX3RsLl7	2026-05-06 08:00:01	Wrap Technologies, Inc. to Report First Quarter 2026 Financial Results on Wednesday, May 13, 2026 at 4:30 p.m. ET	Globe Newswire	36.17	0.0358	0.0424	0.9219	-0.0066	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.52	2.7					0.3733	0.4564	0.1906	0.254	0.1511	0.5435
III	"[""III""]"	nBw4hV6Dxa	2026-05-06 08:00:02	Enterprises in Brazil Advance SAP Optimization Strategies	Business Wire	33.28	0.1591	0.0125	0.8285	0.1466	positive		NO:Trades/sec	NASDAQ	4.19	0.48					0.4417	0.5307	0.3629	0.8287	0.3895	0.5568
INAB	"[""INAB""]"	nGNX7LHJJx	2026-05-06 08:00:02	IN8bio to Showcase Next-Generation T Cell Engager Platform and New Clinical Data at Upcoming R&D Day and Medical Conferences	Globe Newswire	7.65	0.2225	0.0096	0.7679	0.2129	positive		NO:Trades/sec	NASDAQ	1.69	4.32					0.2144	0.2144	0.2144	0.2144	0.2144	0.2144
BLUW	"[""BLUW""]"	nPn1F2Xhta	2026-05-06 08:00:03	Blue Water Acquisition Corp. IV Announces the Separate Trading of its Class A Ordinary Shares and Warrants Commencing May 11, 2026	PR Newswire	25.98	0.0435	0.0293	0.9272	0.0141	neutral		NO:sentiment_score,Trades/sec	NASDAQ	10.28	0.29					0.2442	0.0983	0.0528	0.0864	0.0316	0.2442
LOCL	"[""LOCL""]"	nPn39vKg0a	2026-05-06 08:00:07	Local Bounti to Release First Quarter 2026 Financial Results on Wednesday, May 13, 2026	PR Newswire	22.4	0.0433	0.0438	0.9129	-0.0005	neutral		NO:sentiment_score,Trades/sec	NYSE	1.82	8.98										
AZTR	"[""AZTR""]"	nPn3LWYJGa	2026-05-06 08:00:14	Azitra, Inc. Announces New U.S. Patent Protecting ATR-12 Program	PR Newswire	16.18	0.5468	0.021	0.4323	0.5258	positive		NO:Trades/sec	NYSE American	0.26	13.04										
ATNM	"[""ATNM""]"	nPnb24f7sa	2026-05-06 08:00:09	Actinium Pharmaceuticals Announces Three SNMMI 2026 Presentations Highlighting Differentiated Profile of ATNM-400 Across Lung and Prostate Cancer and Radioconjugate Optimization	PR Newswire	30.4	0.6082	0.0158	0.376	0.5924	positive		NO:Trades/sec	NYSE American	1.3	3.17					0.2862	0.4686	0.2104	0.3597	0.2479	0.5437
LITB	"[""LITB""]"	nPnbM1jla	2026-05-06 08:00:17	LightInTheBox to Report First Quarter 2026 Financial Results on Tuesday, May 12, 2026	PR Newswire	17.2	0.0502	0.0519	0.898	-0.0017	neutral		NO:sentiment_score,Trades/sec	NYSE	2.53	5.42					-0.0145	0.0012	0.0073	0.0073	0.0062	-0.0145
MEHA	"[""MEHA""]"	nNFC95lpkr	2026-05-06 08:00:23	Functional Brands Inc. Announces Launch of GLP-Squared Injection	Newsfile Corp	19.91	0.0817	0.0248	0.8934	0.0569	positive		NO:Trades/sec	NASDAQ	0.1	0.0					0.5451	0.575	0.2927	0.7602	0.5244	0.6749
SCNX	"[""SCNX""]"	nGNX5mqr56	2026-05-06 08:05:00	SCIENTURE Announces Third Patent Grant for ARBLI™ (losartan potassium) Oral Suspension, Strengthening Long-Term Market Exclusivity Through 2041	Globe Newswire	20.89	0.9263	0.0137	0.0599	0.9126	positive	0.005608524957936063	YES	NASDAQ	0.43	13.16					0.4177	0.3553	0.2104	0.277	0.5284	0.449
APVO	"[""APVO""]"	nACSbR32Ha	2026-05-06 08:05:00	Aptevo Reports 87% Clinical Benefit and 81% Remission in 31 Evaluable Frontline AML Patients Through Cohort 5, Substantially Outperforming Benchmark; RAINIER on Track for 2026 Completion and Phase 2 Dose Selection	ACCESSWIRE	1.18	0.8416	0.0375	0.1209	0.8041	positive	0.0008091805208180079	YES	NASDAQ	6.84	27.85					0.5754	0.6305	0.4355	0.7496	0.6612	0.6566
WKSP	"[""WKSP""]"	nACScV5J3a	2026-05-06 08:15:00	Worksport (NASDAQ:WKSP) Appoints Jennifer Kartychak As CFO to Drive Financial Scale-Up	ACCESSWIRE	9.27	0.1207	0.0127	0.8666	0.108	positive	0.0001579778830963665	YES	NASDAQ	1.13	4.63					0.505	0.5622	0.3107	0.7981	0.2483	0.6295
VNRX	"[""VNRX""]"	nPn527Rgpa	2026-05-06 08:17:00	VolitionRx Announces Submission of Manuscript for Nu.Q® Vet Cancer Test in Cats	PR Newswire	6.37	0.1082	0.0215	0.8703	0.0867	positive	0.044642857142857144	YES	NYSE American	2.78	17.3					0.651	0.4791	0.1857	0.249	0.328	0.651
ICU	"[""ICU""]"	nGNX96n3FS	2026-05-06 08:20:00	SeaStar Medical to Report First Quarter Financial Results on May 13, 2026	Globe Newswire	3.89	0.0849	0.0528	0.8623	0.0322	neutral	0.0006951202558042541	NO:sentiment_score	NASDAQ	5.06	14.48					0.4817	0.6463	0.4817	0.4817	0.3566	0.6463
MDRR	"[""MDRR""]"	nBw42k4Yla	2026-05-06 08:30:00	Medalist Diversified, Inc. (NASDAQ: MDRR) Announces DST Sponsor Platform; Inaugural Tesla-Leased Offering Available to Accredited 1031 Investors	Business Wire	0.36	0.489	0.014	0.497	0.4751	positive		NO:Trades/sec	NASDAQ	11.57	-1.87					0.2772	0.2385	0.1597	0.2772	0.2242	0.3083
RWAY	"[""RWAY""]"	nGNX4vS2w1	2026-05-06 08:30:00	Runway Growth Finance Corp. Announces Second Quarter 2026 Dividend of $0.33 per Share	Globe Newswire	33.54	0.1196	0.0543	0.8261	0.0654	positive		NO:Trades/sec	NASDAQ	6.88	-0.86					0.1022	0.0823	0.0539	0.1963	0.0694	0.1229
CMU	"[""CMU""]"	nBwML4Jja	2026-05-06 08:30:00	MFS High Yield Municipal Trust Announces Preliminary Results of Tender Offer	Business Wire	25.49	0.1431	0.0234	0.8335	0.1197	positive		NO:Trades/sec	NYSE	3.58	1.13					0.0493	0.0493	0.0493	0.0493	0.0493	0.0493
GMM	"[""GMM""]"	nGNX9Srl5d	2026-05-06 08:30:00	Global Mofy’s U.S. Subsidiary Eaglepoint AI Selected for NVIDIA Inception Program, Further Strengthening Its Global AI Infrastructure Services Layout	Globe Newswire	45.84	0.8718	0.0122	0.116	0.8597	positive	0.0008330129437395873	YES	NASDAQ	2.4	79.1					0.2092	0.2481	0.1667	0.1667	0.3257	0.2868
BGL	"[""BGL""]"	nGNX6zydt0	2026-05-06 08:30:00	Blue Gold Announces Important Procedural Success in Arbitration Against the Republic of Ghana	Globe Newswire	13.93	0.7823	0.0347	0.183	0.7476	positive	0.012389380530973451	YES	NASDAQ	1.31	11.02					0.2343	0.3338	0.1969	0.4484	0.2291	0.3578
RAND	"[""RAND""]"	nBw4rxZyTa	2026-05-06 08:30:00	Rand Capital Reports First Quarter Fiscal Year 2026 Results	Business Wire	0.71	0.0901	0.0572	0.8527	0.0329	neutral		NO:sentiment_score,Trades/sec	NASDAQ	11.09	2.69					-0.3433	-0.4848	-0.1108	0.0864	0.0552	-0.6131
GIFT	"[""GIFT""]"	nGNX5KBYvd	2026-05-06 08:30:00	Giftify’s CardCash Reports Enhanced Fraud Detection Driving Stronger Approved Order Volume in Q1 2026	Globe Newswire	21.57	0.9167	0.0343	0.049	0.8825	positive		NO:Trades/sec	NASDAQ	1.05	6.06					0.5253	0.6858	0.4411	0.8178	0.6042	0.7038
QTI	"[""QTI""]"	nBw5VKD2Ya	2026-05-06 08:30:00	QT Imaging to Hold First Quarter 2026 Conference Call on May 13, 2026	Business Wire	9.39	0.0503	0.0378	0.9119	0.0125	neutral		NO:sentiment_score,Trades/sec	NASDAQ	7.19	5.89					0.0627	0.0627	0.0627	0.0627	0.0627	0.0627
DUO	"[""DUO""]"	nGNX7Wkch4	2026-05-06 08:30:00	FangDD Files 2025 Annual Report on Form 20-F	Globe Newswire	38.53	0.05	0.0422	0.9078	0.0078	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.64	7.19					0.0	0.0628	0.0639	0.0639	0.0622	0.0
CDT	"[""CDT""]"	nGNXybZ4J	2026-05-06 08:30:00	CDT Advances AZD5904 into Global Patent Phase and Initiates Partnering Discussions	Globe Newswire	2.67	0.7156	0.0094	0.275	0.7061	positive		NO:Trades/sec	NASDAQ	2.27	9.13					0.4723	0.5048	0.2279	0.309	0.483	0.625
VERU	"[""VERU""]"	nGNX5W8VJd	2026-05-06 08:30:01	Veru to Report Fiscal 2026 Second Quarter Financial Results on May 13th	Globe Newswire	13.99	0.1223	0.1887	0.689	-0.0665	negative		NO:sentiment_score,Trades/sec	NASDAQ	2.28	2.7					0.0838	0.0713	0.0676	0.0676	0.0684	0.0838
INV	"[""INV""]"	nGNX58BRPg	2026-05-06 08:30:01	Innventure Receives Letter of Support from Ascent Capital Partners	Globe Newswire	49.3	0.6811	0.0136	0.3053	0.6675	positive		NO:Trades/sec	NASDAQ	7.45	20.36					0.3844	0.4349	0.2827	0.5317	0.3357	0.4746
CLIR	"[""CLIR""]"	nACS32jlMa	2026-05-06 08:30:01	ClearSign Technologies Corporation Announces First Quarter 2026 Conference Call	ACCESSWIRE	4.28	0.0585	0.0684	0.8732	-0.0099	neutral		NO:sentiment_score,Trades/sec	NASDAQ	5.01	2.04					0.2146	0.0822	0.0502	0.0782	0.0359	0.2146
VEEE	"[""VEEE""]"	nACSzZhcza	2026-05-06 08:30:01	Twin Vee PowerCats Announces Repeat Order of Custom 400 GFX2 from Exuma Water Sports	ACCESSWIRE	14.82	0.2334	0.029	0.7376	0.2044	positive		NO:Trades/sec	NASDAQ	7.08	13.28					0.7881	0.5817	0.1955	0.2601	0.336	0.7881
SPCB	"[""SPCB"", ""50S""]"	nPn1cHZsya	2026-05-06 08:30:05	SuperCom to Report First Quarter 2026 Financial Results on May 14, 2026	PR Newswire	3.79	0.074	0.0544	0.8716	0.0196	neutral		NO:sentiment_score,Trades/sec	NASDAQ	11.25	13.87					0.1858	0.1394	0.0902	0.2223	0.0802	0.2015
ICCM	"[""ICCM""]"	nPn9bVZ39a	2026-05-06 08:30:04	IceCure Medical to Report First Quarter 2026 Financial and Operating Results on May 12, 2026	PR Newswire	30.81	0.1443	0.0813	0.7744	0.0631	positive		NO:Trades/sec	NASDAQ	0.28	0.0					0.0674	0.0731	0.0713	0.0713	0.0655	0.0674
ATOS	"[""ATOS""]"	nPnc5QKkra	2026-05-06 08:30:07	Atossa Therapeutics Announces Publication of KARISMA Endoxifen Trial Demonstrating Significant Reduction in Mammographic Breast Density in Healthy Premenopausal Women	PR Newswire	8.52	0.5659	0.3154	0.1187	0.2505	positive		NO:Trades/sec	NASDAQ	5.89	5.56					0.1711	0.193	0.1711	0.1711	0.1993	0.193
KBSX	"[""KBSX""]"	nNFCbB3GSP	2026-05-06 08:30:30	FST Corp. Reports 36 Percent Revenue Increase, $1.9 Million Net Income in Q1 2026	Newsfile Corp	23.98	0.9268	0.0193	0.0539	0.9075	positive		NO:Trades/sec	NASDAQ	1.3	5.69					-0.0765	-0.0376	-0.0142	-0.0142	-0.0581	-0.0765
STKE	"[""STKE"", ""HODL""]"	nNFC27fKLb	2026-05-06 08:30:37	SOL Strategies April 2026 Monthly Business Update	Newsfile Corp	19.5	0.0599	0.0681	0.872	-0.0081	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.79	8.48					0.3077	0.3881	0.2147	0.6006	0.3916	0.4323
AIB	"[""AIB""]"	nGNX4vkz5Y	2026-05-06 08:31:00	BlockchAIn to Present at the 16th Annual LD Micro Invitational Conference on Tuesday, May 19, 2026	Globe Newswire	11.29	0.0691	0.0167	0.9142	0.0525	positive	0.008837825894829872	YES	NYSE American	1.15	0.0										
GWH	"[""GWH""]"	nBwbkZkQGa	2026-05-06 08:31:00	ESS Highlights Third-Party Utility Validating Iron Flow Battery Technology	Business Wire	21.0	0.2966	0.0086	0.6948	0.2881	positive	0.007107320540156361	YES	NYSE	1.25	8.7					0.4183	0.4183	0.4183	0.4183	0.4183	0.4183
LASE	"[""LASE""]"	nACSg6bkka	2026-05-06 08:31:00	Laser Photonics and Fonon Technologies Advance Breakthrough Counter-Drone Laser Defense System to Prototyping Phase	ACCESSWIRE	19.83	0.323	0.0096	0.6674	0.3134	positive	0.011152416356877323	YES	NASDAQ	0.78	11.43					0.447	0.4594	0.2217	0.6842	0.2969	0.5687
ERNA	"[""ERNA""]"	nGNX2jNQJl	2026-05-06 08:33:00	Ernexa Therapeutics Unveils Breakthrough Preclinical Results: ERNA-101 Achieves 100% Survival and Complete Tumor Elimination in Ovarian Cancer Models	Globe Newswire	19.92	0.8612	0.0137	0.1251	0.8475	positive	0.0025627883136852894	YES	NASDAQ	7.7	92.5					0.6249	0.7006	0.6249	0.7517	0.7181	0.7006
ATCX	"[""ATCX""]"	nGNX3YKQHn	2026-05-06 08:35:00	Atlas Critical Minerals Corporation to Present at the Precious Metals & Critical Minerals Virtual Investor Conference May 7th	Globe Newswire	2.37	0.0959	0.035	0.8691	0.0609	positive	0.0003474031613687685	YES	NASDAQ	5.74	3.42					0.0	0.0423	0.0422	0.0422	0.0487	0.0
DUOT	"[""DUOT""]"	nGNXt86wV	2026-05-06 08:35:00	Duos Edge AI to Host Corpus Christi Edge Data Center Open House	Globe Newswire	26.04	0.3284	0.038	0.6336	0.2904	positive		NO:Trades/sec	NASDAQ	9.29	3.8					0.5152	0.3682	0.1879	0.1879	0.3639	0.5152
CETY	"[""CETY""]"	nGNX5RTbqy	2026-05-06 08:45:00	Vermont Renewable Gas Reaches Agreement with State Environmental Regulators, Advancing Lyndon Renewable Energy Project	Globe Newswire	8.04	0.8062	0.0143	0.1795	0.792	positive	0.0007613247049866769	YES	NASDAQ	0.99	20.73					0.4891	0.5595	0.3701	0.4891	0.5307	0.6017
ACTU	"[""ACTU""]"	nGNX1kvlm6	2026-05-06 08:45:00	Actuate Therapeutics Announces Key Appointment of Industry Veteran to Board of Directors	Globe Newswire	10.07	0.229	0.0468	0.7242	0.1822	positive	0.0005081946385465633	YES	NASDAQ	3.19	3.91					0.0539	0.0568	0.0539	0.0539	0.0429	0.0568
GEMI	"[""GEMI""]"	nNFC543VHZ	2026-05-06 08:52:15	GEMI DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds Gemini Space Station (GEMI) Investors of Securities Class Action Deadline on May 18, 2026	Newsfile Corp	38.2	0.1033	0.081	0.8157	0.0223	neutral	0.015396458814472672	NO:sentiment_score	NASDAQ	5.05	5.21					0.0009	-0.0783	0.0124	0.514	0.0519	-0.0924
JAGX	"[""JAGX""]"	nACSWM7cja	2026-05-06 09:00:00	Jaguar Health Announces Preliminary Discussion with FDA to Evaluate Breakthrough Therapy Designation for Crofelemer for Treatment of Microvillus Inclusion Disease (MVID)	ACCESSWIRE	9.03	0.6748	0.0183	0.3068	0.6565	positive	0.006613756613756613	YES	NASDAQ	3.48	7.08					0.4986	0.5021	0.2602	0.5916	0.4795	0.584
HSDT	"[""HSDT""]"	nGNX7Jl3TK	2026-05-06 09:00:00	Jito Foundation and Solana Company (NASDAQ: HSDT) Announce Strategic Partnership to Expand Institutional Solana Infrastructure Across Asia-Pacific Region	Globe Newswire	30.18	0.8773	0.0116	0.1111	0.8657	positive	0.0036596523330283625	YES	NASDAQ	2.29	6.02					0.4627	0.5104	0.3679	0.4627	0.4746	0.5409
NUCL	"[""NUCL"", ""CCO""]"	nGNX1YZPTt	2026-05-06 09:00:01	Before a Single Drill Rig Turns at America’s Largest Conventional Uranium Deposit, the Permitting Work Has Already Started — Quietly, Methodically, and With Real Money Behind It	Globe Newswire	15.74	0.1774	0.0318	0.7908	0.1456	positive	0.020901371652514697	YES	NASDAQ	10.29	-1.06					0.1578	0.3012	0.1436	0.381	0.1224	0.3098
DLPN	"[""DLPN""]"	nACS95jLza	2026-05-06 09:00:01	Dolphin Subsidiary Clients Shape the Summer 2026 Season With Culture-Defining Festivals and Events	ACCESSWIRE	9.53	0.1238	0.0368	0.8394	0.087	positive	0.0012048192771084338	YES	NASDAQ	1.48	0.68					0.1591	0.0648	0.032	0.0536	0.0678	0.1591
SLE	"[""SLE""]"	nGNXbWvLQH	2026-05-06 09:00:01	Super League Completes Acquisition of Misfits Ads Division, Strengthening Revenue Foundation and Advancing Path to Profitability	Globe Newswire	1.13	0.8848	0.0151	0.1001	0.8697	positive		NO:Trades/sec	NASDAQ	4.52	11.88					0.1389	0.1487	0.1109	0.1389	0.0356	0.1691
OLOX	"[""OLOX""]"	nACSmMVgwa	2026-05-06 09:00:01	Olenox Industries Announces Stockholders' Approval of 1-for-10 Reverse Stock Split	ACCESSWIRE	7.44	0.1767	0.0176	0.8056	0.1591	positive		NO:Trades/sec	NASDAQ	6.27	7.18					0.0	0.0178	0.0142	0.0577	0.0093	0.0
RBNE	"[""RBNE""]"	nGNXbXf0fj	2026-05-06 09:00:01	Robin Energy Announces the Date of its 2026 Annual General Meeting of Shareholders	Globe Newswire	6.94	0.0633	0.0671	0.8696	-0.0038	neutral		NO:sentiment_score,Trades/sec	NASDAQ	1.5	-0.66					0.144	0.0612	0.0445	0.0702	0.0525	0.144
LZMH	"[""LZMH""]"	nGNXbh4Sgf	2026-05-06 09:00:02	LZ Technology Holdings Limited Announces Filing of 2025 Annual Report on Form 20-F and Highlights Selected Business Developments: Revenue Increased by 37.2% Year-over-Year, Reflecting Continued Business Scale Expansion, Broader Customer Coverage and Growth in Lifestyle Services Retail Business	Globe Newswire	4.93	0.9334	0.0167	0.0499	0.9167	positive		NO:Trades/sec	NASDAQ	2.2	5.77					0.0499	0.064	0.0676	0.0676	0.0562	0.0495
CHOW	"[""CHOW""]"	nPnPVkDLa	2026-05-06 09:00:08	CHOW Investor Alert: ChowChow Cloud International Holdings Limited Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Underwriter Allegedly Ignored Manipulation Warnings: Levi & Korsinsky	PR Newswire	10.64	0.0997	0.3929	0.5074	-0.2932	negative		NO:sentiment_score,Trades/sec	NYSE American	0.43	0.0					-0.1518	-0.2817	-0.0728	0.236	-0.1024	-0.3322
RLGT	"[""RLGT""]"	nPn61BrCWa	2026-05-06 09:00:15	RADIANT LOGISTICS EXPANDS HONG KONG OPERATIONS AND ESTABLISHES NEW PRESENCE IN SHENZHEN	PR Newswire	35.56	0.7369	0.0112	0.2519	0.7257	positive		NO:Trades/sec	NYSE American	8.33	4.91										
WIMI	"[""WIMI""]"	nPn6tHbwKa	2026-05-06 09:00:17	WiMi Studies Multi-Scale Feature Fusion Quantum Deep Convolutional Neural Network for Text Classification	PR Newswire	9.77	0.1203	0.017	0.8627	0.1032	positive		NO:Trades/sec	NASDAQ	2.11	33.54					0.6665	0.4849	0.199	0.258	0.6402	0.6665
BMM	"[""BMM"", ""MOON""]"	nPn1M3BK8a	2026-05-06 09:00:38	"Blue Moon Metals Announces Closing of C$156 Million ""Bought Deal"" Offerings"	PR Newswire	46.16	0.1277	0.0314	0.8409	0.0963	positive		NO:Trades/sec	NASDAQ	7.26	7.08					-0.1997	-0.1132	-0.0441	-0.0441	-0.0785	-0.1997
WKHS	"[""WKHS""]"	nGNX2svYcm	2026-05-06 09:05:00	Workhorse Partners with InCharge Energy to Offer Enhanced Customer Support Across North America	Globe Newswire	7.79	0.8508	0.0093	0.14	0.8415	positive	0.0038910505836575876	YES	NASDAQ	4.26	31.48					0.4546	0.5094	0.2838	0.2838	0.5924	0.5741
